activation_id,execution_id,run_id,node_id,attempt,axis,assignment_state,arm_id,admitted_at,closed_at,close_kind
activation:f371e87f-260f-4f3f-9473-dfd974e26517:8f0326cc-1297-4289-b129-ce2099a622a0:eng_design:1,f371e87f-260f-4f3f-9473-dfd974e26517,8f0326cc-1297-4289-b129-ce2099a622a0,eng_design,1,design,assigned,B,2026-09-24T01:14:58.391Z,2026-09-24T05:30:30.145Z,done
activation:rework:8eca90b8b9e96911c8b142fa562b1651a27b7ed76800ece261cddc34cbbc2619,02ee6a8f-f886-40bc-a94a-d8d4cce71a29,435650e5-e248-4844-9b3a-98033fd0b779,qa,2,qa,unassigned,,2026-09-24T01:17:12.523Z,2026-09-24T02:59:51.197Z,done
activation:35832f7a-6ce0-4068-a489-2e2ed9d66dca:238901c9-b50d-4b8d-8627-edefe5ff33dc:eng_design:1,35832f7a-6ce0-4068-a489-2e2ed9d66dca,238901c9-b50d-4b8d-8627-edefe5ff33dc,eng_design,1,design,assigned,B,2026-09-24T01:17:56.079Z,2026-09-24T04:55:23.601Z,done
activation:b8057761-300b-4764-b4da-8b8686ad653e:e4da6f23-5b9e-4341-847d-b1a4607c1ce4:implement:2,b8057761-300b-4764-b4da-8b8686ad653e,e4da6f23-5b9e-4341-847d-b1a4607c1ce4,implement,2,implement,unassigned,,2026-09-24T02:14:06.219Z,2026-09-24T05:04:59.258Z,done
activation:aef24ecc-59d4-4292-936e-71a6cf5c21f9:5e30bab3-ff65-40b8-89b5-ce547e5f76a2:qa:1,aef24ecc-59d4-4292-936e-71a6cf5c21f9,5e30bab3-ff65-40b8-89b5-ce547e5f76a2,qa,1,qa,unassigned,,2026-09-24T02:47:44.105Z,2026-09-24T03:55:14.532Z,done
activation:4c124904-81ac-40e8-977a-f5dac79f0684:4060034b-8f4c-4de3-a597-e7f92aad5b4c:implement:1,4c124904-81ac-40e8-977a-f5dac79f0684,4060034b-8f4c-4de3-a597-e7f92aad5b4c,implement,1,implement,unassigned,,2026-09-24T02:53:35.628Z,,
activation:50c8805e-d5bb-46b9-9598-d7e3b79967bd:9760d356-1bf8-4217-bba0-245682e5a44b:implement:2,50c8805e-d5bb-46b9-9598-d7e3b79967bd,9760d356-1bf8-4217-bba0-245682e5a44b,implement,2,implement,unassigned,,2026-09-24T03:10:21.142Z,2026-09-24T05:21:12.432Z,done
activation:614fb3ea-e937-48a7-8d88-1e871dbb9161:35635a28-1d2b-47fd-987f-e77ec6a664dc:implement:1,614fb3ea-e937-48a7-8d88-1e871dbb9161,35635a28-1d2b-47fd-987f-e77ec6a664dc,implement,1,implement,unassigned,,2026-09-24T03:24:40.797Z,2026-09-24T06:26:27.414Z,done
activation:rework:3e76c43150dc782d6c620561ed18b9b49421fdfe5bcd96b50896a8ad9a580c55,d4054f07-902a-4107-82e7-888f531c691a,e4da6f23-5b9e-4341-847d-b1a4607c1ce4,qa,2,qa,unassigned,,2026-09-24T05:04:59.710Z,2026-09-24T05:47:11.516Z,done
activation:60fc7481-4291-4a35-85ac-bb4e2d8562e6:238901c9-b50d-4b8d-8627-edefe5ff33dc:implement:1,60fc7481-4291-4a35-85ac-bb4e2d8562e6,238901c9-b50d-4b8d-8627-edefe5ff33dc,implement,1,implement,unassigned,,2026-09-24T05:14:57.811Z,2026-09-24T07:43:56.063Z,replaced
activation:8773168c-be01-4687-8813-68e4566a346e:d9e27cf5-3392-49c7-af3e-4bf623f29a01:implement:2,8773168c-be01-4687-8813-68e4566a346e,d9e27cf5-3392-49c7-af3e-4bf623f29a01,implement,2,implement,unassigned,,2026-09-24T05:15:05.620Z,2026-09-24T05:51:39.294Z,done
activation:rework:e879cb23ac2c96fc8e291cf53b92a08c947f7ceab29e9ec5d11287f39a11398d,a509e941-e543-477e-8254-5d704858da14,9760d356-1bf8-4217-bba0-245682e5a44b,qa,2,qa,unassigned,,2026-09-24T05:21:13.268Z,2026-09-24T05:48:47.658Z,done
activation:59aae6a0-db27-4ea6-948e-ffe7d76c88c7:8f0326cc-1297-4289-b129-ce2099a622a0:implement:1,59aae6a0-db27-4ea6-948e-ffe7d76c88c7,8f0326cc-1297-4289-b129-ce2099a622a0,implement,1,implement,unassigned,,2026-09-24T05:30:30.370Z,2026-09-24T07:43:56.099Z,replaced
activation:rework:92925a0e69038862de43192358c625eec9fabde80231b54b110a39fc385f3705,b8057761-300b-4764-b4da-8b8686ad653e,e4da6f23-5b9e-4341-847d-b1a4607c1ce4,implement,3,implement,unassigned,,2026-09-24T05:47:11.728Z,,
activation:rework:864176c09c48aaa215367f000d32936693633ec8c2d6e0aa18f9e652fa913c56,50c8805e-d5bb-46b9-9598-d7e3b79967bd,9760d356-1bf8-4217-bba0-245682e5a44b,implement,3,implement,unassigned,,2026-09-24T05:48:48.380Z,2026-09-24T06:13:43.721Z,done
activation:rework:f274fb571c0ff324c7acf93890d7a9b1d01273f26f6722669877f2ba290b198b,b1cd5257-725c-4f70-aff0-1c4cac2f3d97,d9e27cf5-3392-49c7-af3e-4bf623f29a01,qa,2,qa,unassigned,,2026-09-24T05:51:39.958Z,2026-09-24T06:11:52.759Z,done
activation:rework:910bb410af69b6cdeb6e9758f9508833ee3aef5e8619626d9a01f54699af6f90,a509e941-e543-477e-8254-5d704858da14,9760d356-1bf8-4217-bba0-245682e5a44b,qa,3,qa,unassigned,,2026-09-24T06:13:44.411Z,,
activation:1fa9d31e-4304-4fc2-bb3c-55ade07fadb1:35635a28-1d2b-47fd-987f-e77ec6a664dc:qa:1,1fa9d31e-4304-4fc2-bb3c-55ade07fadb1,35635a28-1d2b-47fd-987f-e77ec6a664dc,qa,1,qa,unassigned,,2026-09-24T06:26:30.751Z,2026-09-24T06:33:45.171Z,done
activation:rework:ecbdf13f80cc068168006b12992ae2fa4b2d66d1b74d1687fcb7d0a7aabd1509,614fb3ea-e937-48a7-8d88-1e871dbb9161,35635a28-1d2b-47fd-987f-e77ec6a664dc,implement,2,implement,unassigned,,2026-09-24T06:33:45.551Z,,
activation:397e8f99-8646-4e90-baf7-9dd72f5e5617:238901c9-b50d-4b8d-8627-edefe5ff33dc:implement:1,397e8f99-8646-4e90-baf7-9dd72f5e5617,238901c9-b50d-4b8d-8627-edefe5ff33dc,implement,1,implement,unassigned,,2026-09-24T07:43:56.283Z,,
activation:3088358a-4820-4b68-97ca-43c847fba2ab:8f0326cc-1297-4289-b129-ce2099a622a0:implement:1,3088358a-4820-4b68-97ca-43c847fba2ab,8f0326cc-1297-4289-b129-ce2099a622a0,implement,1,implement,unassigned,,2026-09-24T07:44:03.626Z,,
activation:03ca51e2-8239-438c-a654-08c36a8427b9:ff749717-a94c-4200-911f-2667e0c29e2b:implement:1,03ca51e2-8239-438c-a654-08c36a8427b9,ff749717-a94c-4200-911f-2667e0c29e2b,implement,1,implement,unassigned,,2026-09-24T07:44:24.712Z,,
activation:342edfa7-28c8-48c5-973a-964d9fff6eee:e4da6f23-5b9e-4341-847d-b1a4607c1ce4:implement:3,342edfa7-28c8-48c5-973a-964d9fff6eee,e4da6f23-5b9e-4341-847d-b1a4607c1ce4,implement,3,implement,unassigned,,2026-09-24T07:46:37.175Z,,
activation:81840c5c-5052-4a32-a443-213d9f1d5df2:9760d356-1bf8-4217-bba0-245682e5a44b:qa:3,81840c5c-5052-4a32-a443-213d9f1d5df2,9760d356-1bf8-4217-bba0-245682e5a44b,qa,3,qa,unassigned,,2026-09-24T07:46:41.641Z,2026-09-24T08:02:45.626Z,done
activation:bc3bb5bb-7016-4d1f-845d-5f146bb06fa9:35635a28-1d2b-47fd-987f-e77ec6a664dc:implement:2,bc3bb5bb-7016-4d1f-845d-5f146bb06fa9,35635a28-1d2b-47fd-987f-e77ec6a664dc,implement,2,implement,unassigned,,2026-09-24T07:46:48.071Z,,
activation:9565cabe-062b-43a9-bff4-0ca42b9e7eb6:be388028-7bcd-428d-a4bc-768ee5cbb9f9:implement:1,9565cabe-062b-43a9-bff4-0ca42b9e7eb6,be388028-7bcd-428d-a4bc-768ee5cbb9f9,implement,1,implement,unassigned,,2026-09-24T07:53:56.790Z,2026-09-24T09:57:04.495Z,done
activation:9c5bc88c-d76f-46a9-b6eb-98efc217b31b:90e86d55-8061-40fd-b640-07a6de4a09e2:implement:1,9c5bc88c-d76f-46a9-b6eb-98efc217b31b,90e86d55-8061-40fd-b640-07a6de4a09e2,implement,1,implement,unassigned,,2026-09-24T07:54:00.540Z,2026-09-24T09:28:11.394Z,done
activation:837d6e85-f52b-4d23-93f7-67a9f15fcf44:f8ac913d-a9dc-4e8c-875b-7bb155c1b258:implement:1,837d6e85-f52b-4d23-93f7-67a9f15fcf44,f8ac913d-a9dc-4e8c-875b-7bb155c1b258,implement,1,implement,unassigned,,2026-09-24T07:54:04.738Z,2026-09-24T10:35:41.620Z,done
activation:6520c919-ded0-46e6-bfa5-76bba81770c6:ab5dd282-431b-4006-afc3-7ed1220f794e:implement:1,6520c919-ded0-46e6-bfa5-76bba81770c6,ab5dd282-431b-4006-afc3-7ed1220f794e,implement,1,implement,unassigned,,2026-09-24T07:54:08.644Z,2026-09-24T08:57:45.494Z,done
activation:645a3383-2ccc-435d-90bf-ddeb5d6ac9eb:3e1394b1-80d4-4cbc-9868-9f1fe4ffa716:implement:1,645a3383-2ccc-435d-90bf-ddeb5d6ac9eb,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,implement,1,implement,unassigned,,2026-09-24T07:54:12.778Z,2026-09-24T10:09:37.450Z,done
activation:b224d252-30d2-4d13-b597-9663ea25de43:9760d356-1bf8-4217-bba0-245682e5a44b:implement:4,b224d252-30d2-4d13-b597-9663ea25de43,9760d356-1bf8-4217-bba0-245682e5a44b,implement,4,implement,unassigned,,2026-09-24T08:02:46.267Z,2026-09-24T08:46:54.350Z,done
activation:45e987fa-8d8f-410e-b1c1-0df5d9ccd650:d9e27cf5-3392-49c7-af3e-4bf623f29a01:qa:3,45e987fa-8d8f-410e-b1c1-0df5d9ccd650,d9e27cf5-3392-49c7-af3e-4bf623f29a01,qa,3,qa,unassigned,,2026-09-24T08:03:58.146Z,2026-09-24T08:52:03.202Z,done
activation:rework:287021f6cc727d56b37f3845ecf08f4feec6e76b4cd6ceee96a6e1a89cb44264,81840c5c-5052-4a32-a443-213d9f1d5df2,9760d356-1bf8-4217-bba0-245682e5a44b,qa,4,qa,unassigned,,2026-09-24T08:46:54.741Z,2026-09-24T09:39:30.080Z,done
activation:1acfc193-ac77-4816-b8cb-0b9fd1283898:ab5dd282-431b-4006-afc3-7ed1220f794e:qa:1,1acfc193-ac77-4816-b8cb-0b9fd1283898,ab5dd282-431b-4006-afc3-7ed1220f794e,qa,1,qa,unassigned,,2026-09-24T08:57:46.421Z,2026-09-24T10:51:00.030Z,done
activation:78b25b52-09dc-4133-ac63-1bc7b059e74f:90e86d55-8061-40fd-b640-07a6de4a09e2:qa:1,78b25b52-09dc-4133-ac63-1bc7b059e74f,90e86d55-8061-40fd-b640-07a6de4a09e2,qa,1,qa,unassigned,,2026-09-24T09:28:11.461Z,2026-09-24T10:01:48.334Z,done
activation:rework:cfba5c2f6ca844af9d8302ea14ab85a05333889143b04acd8a9313f2ed5f607e,b224d252-30d2-4d13-b597-9663ea25de43,9760d356-1bf8-4217-bba0-245682e5a44b,implement,5,implement,unassigned,,2026-09-24T09:39:30.816Z,,
activation:92f80de7-baa5-472c-ac50-7439fac30875:be388028-7bcd-428d-a4bc-768ee5cbb9f9:qa:1,92f80de7-baa5-472c-ac50-7439fac30875,be388028-7bcd-428d-a4bc-768ee5cbb9f9,qa,1,qa,unassigned,,2026-09-24T09:57:05.382Z,2026-09-24T11:31:58.663Z,done
activation:rework:783150ee6aa213e1a1b26faf0956965c9c77facfccdebaae64ebcbd84fe3ff14,9c5bc88c-d76f-46a9-b6eb-98efc217b31b,90e86d55-8061-40fd-b640-07a6de4a09e2,implement,2,implement,unassigned,,2026-09-24T10:01:48.685Z,2026-09-24T10:16:44.166Z,done
activation:ec0fcf8a-4ef5-4290-9646-e90d724ed544:3e1394b1-80d4-4cbc-9868-9f1fe4ffa716:qa:1,ec0fcf8a-4ef5-4290-9646-e90d724ed544,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,qa,1,qa,unassigned,,2026-09-24T10:09:37.741Z,2026-09-24T10:31:27.952Z,done
activation:rework:f133fbd6f608eeefee8dbab1516833620438d915ab2a025b3679003a8ef1f5b1,78b25b52-09dc-4133-ac63-1bc7b059e74f,90e86d55-8061-40fd-b640-07a6de4a09e2,qa,2,qa,unassigned,,2026-09-24T10:16:44.752Z,2026-09-24T10:34:38.946Z,done
activation:rework:8d9586ab9998ae27d4a508cb8a1e871694d29a6e0e03812db7506fac01b87403,645a3383-2ccc-435d-90bf-ddeb5d6ac9eb,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,implement,2,implement,unassigned,,2026-09-24T10:31:28.777Z,2026-09-24T11:02:56.468Z,done
activation:b977f664-01a7-46b8-8ad9-0951adf06d6c:7319fcce-5025-4860-90e9-da2234b3573d:implement:1,b977f664-01a7-46b8-8ad9-0951adf06d6c,7319fcce-5025-4860-90e9-da2234b3573d,implement,1,implement,unassigned,,2026-09-24T10:32:30.273Z,2026-09-24T10:36:53.064Z,done
activation:5c7d61d2-6881-4818-9b0a-94a81896e6bc:f8ac913d-a9dc-4e8c-875b-7bb155c1b258:qa:1,5c7d61d2-6881-4818-9b0a-94a81896e6bc,f8ac913d-a9dc-4e8c-875b-7bb155c1b258,qa,1,qa,unassigned,,2026-09-24T10:35:42.546Z,2026-09-24T10:57:05.538Z,done
activation:705d34cd-74cd-47b5-9c6e-9a37e5979cc1:7319fcce-5025-4860-90e9-da2234b3573d:qa:1,705d34cd-74cd-47b5-9c6e-9a37e5979cc1,7319fcce-5025-4860-90e9-da2234b3573d,qa,1,qa,unassigned,,2026-09-24T10:36:53.735Z,2026-09-24T11:31:55.483Z,done
activation:rework:35d4d224a66001959ecaae1e11465c404d3f10b14b63fe811ee7342134701316,6520c919-ded0-46e6-bfa5-76bba81770c6,ab5dd282-431b-4006-afc3-7ed1220f794e,implement,2,implement,unassigned,,2026-09-24T10:51:00.734Z,,
activation:rework:1baeb8427cd00cf90894b44f1250d23d0f4b733e6d20c3d58d4a64ce6abe4369,837d6e85-f52b-4d23-93f7-67a9f15fcf44,f8ac913d-a9dc-4e8c-875b-7bb155c1b258,implement,2,implement,unassigned,,2026-09-24T10:57:05.989Z,,
activation:rework:1e2d2f71dda85b2552ee3e1e826a605cbbd3c32016134f89bfb0c29b6dd3a0ec,ec0fcf8a-4ef5-4290-9646-e90d724ed544,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,qa,2,qa,unassigned,,2026-09-24T11:02:57.349Z,2026-09-24T11:56:27.912Z,done
activation:rework:c81039ab3b9ef46275be141ae58d9daadbb25e1b6e1329534ec3b77c83be39d2,b977f664-01a7-46b8-8ad9-0951adf06d6c,7319fcce-5025-4860-90e9-da2234b3573d,implement,2,implement,unassigned,,2026-09-24T11:31:56.216Z,,
activation:rework:97cf6f4ff53b444ef4efbed9a50fecde0e1efae7c2d6fe486937e15db92c742c,9565cabe-062b-43a9-bff4-0ca42b9e7eb6,be388028-7bcd-428d-a4bc-768ee5cbb9f9,implement,2,implement,unassigned,,2026-09-24T11:31:59.249Z,2026-09-24T14:34:45.400Z,done
activation:c3ec4a52-f4b7-4f4b-a01f-0a6599652af3:f3ff962e-87c7-488d-9669-6864a1e66957:implement:1,c3ec4a52-f4b7-4f4b-a01f-0a6599652af3,f3ff962e-87c7-488d-9669-6864a1e66957,implement,1,implement,unassigned,,2026-09-24T11:43:47.418Z,2026-09-24T11:46:29.864Z,done
activation:036130e1-1ce8-4b76-9720-df3999675349:f3ff962e-87c7-488d-9669-6864a1e66957:qa:1,036130e1-1ce8-4b76-9720-df3999675349,f3ff962e-87c7-488d-9669-6864a1e66957,qa,1,qa,unassigned,,2026-09-24T11:46:30.462Z,2026-09-24T12:12:24.690Z,done
activation:rework:afe44560ba99e3c7e6186deee7b67c5966f9428fdd6a5a35339a53174aae5ca6,645a3383-2ccc-435d-90bf-ddeb5d6ac9eb,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,implement,3,implement,unassigned,,2026-09-24T11:56:28.767Z,,
activation:rework:8947fb8c01d27117c345e265224e538d3aafd78faff12167928904c0c931a6ec,c3ec4a52-f4b7-4f4b-a01f-0a6599652af3,f3ff962e-87c7-488d-9669-6864a1e66957,implement,2,implement,unassigned,,2026-09-24T12:12:25.282Z,,
activation:748f3c9e-91c6-4fcf-b9d0-075935fdb430:786f0094-0466-4f9c-bd0d-1d8e8a083747:implement:1,748f3c9e-91c6-4fcf-b9d0-075935fdb430,786f0094-0466-4f9c-bd0d-1d8e8a083747,implement,1,implement,unassigned,,2026-09-24T12:16:37.949Z,,
activation:45c8187a-0cee-43a3-8574-24c626a53a1e:533ba1e1-bc5e-47ba-82bf-f3115b1a1625:implement:1,45c8187a-0cee-43a3-8574-24c626a53a1e,533ba1e1-bc5e-47ba-82bf-f3115b1a1625,implement,1,implement,unassigned,,2026-09-24T12:23:49.222Z,2026-09-24T12:27:01.508Z,done
activation:8ae14ad9-f743-4ec1-a49c-0961c95fbd1c:533ba1e1-bc5e-47ba-82bf-f3115b1a1625:qa:1,8ae14ad9-f743-4ec1-a49c-0961c95fbd1c,533ba1e1-bc5e-47ba-82bf-f3115b1a1625,qa,1,qa,unassigned,,2026-09-24T12:27:01.812Z,2026-09-24T13:28:21.945Z,done
activation:85e04f61-9ec9-4a90-ac0d-650908d58e8e:4079b623-5e51-4f4b-81c8-f928c50c494a:implement:1,85e04f61-9ec9-4a90-ac0d-650908d58e8e,4079b623-5e51-4f4b-81c8-f928c50c494a,implement,1,implement,unassigned,,2026-09-24T12:27:19.387Z,2026-09-24T12:30:08.680Z,done
activation:517d3de4-1f33-473f-bb1a-e7ae3c24efc6:4079b623-5e51-4f4b-81c8-f928c50c494a:qa:1,517d3de4-1f33-473f-bb1a-e7ae3c24efc6,4079b623-5e51-4f4b-81c8-f928c50c494a,qa,1,qa,unassigned,,2026-09-24T12:30:09.570Z,2026-09-24T14:13:47.558Z,done
activation:rework:2e9094ad6bcdabc9aa90562f305cc540d96f0799b43a4d707ddd4382b70dc60f,45c8187a-0cee-43a3-8574-24c626a53a1e,533ba1e1-bc5e-47ba-82bf-f3115b1a1625,implement,2,implement,unassigned,,2026-09-24T13:28:22.699Z,,
activation:d6aadc9a-d214-4218-a2a4-3f5f0a74c1a1:71a3626b-2878-41da-826e-b8bdf7b0f2ad:implement:1,d6aadc9a-d214-4218-a2a4-3f5f0a74c1a1,71a3626b-2878-41da-826e-b8bdf7b0f2ad,implement,1,implement,unassigned,,2026-09-24T14:04:44.153Z,2026-09-24T14:06:50.764Z,done
activation:c40e2bd1-7e20-460a-bea3-7ac79a2a3efd:71a3626b-2878-41da-826e-b8bdf7b0f2ad:qa:1,c40e2bd1-7e20-460a-bea3-7ac79a2a3efd,71a3626b-2878-41da-826e-b8bdf7b0f2ad,qa,1,qa,unassigned,,2026-09-24T14:06:51.344Z,2026-09-24T14:40:59.260Z,done
activation:rework:7b4ec0f29f77de5e7150a3e522234a90ddc42b591d3dd67b3917cf262f863c0a,85e04f61-9ec9-4a90-ac0d-650908d58e8e,4079b623-5e51-4f4b-81c8-f928c50c494a,implement,2,implement,unassigned,,2026-09-24T14:13:48.391Z,,
activation:ce4206e6-0be1-45cd-98d8-3fb9c1804737:fcdd8fc0-1c5a-492f-93ce-250874a37321:implement:1,ce4206e6-0be1-45cd-98d8-3fb9c1804737,fcdd8fc0-1c5a-492f-93ce-250874a37321,implement,1,implement,unassigned,,2026-09-24T14:19:19.496Z,2026-09-24T14:24:00.751Z,done
activation:22829243-b6bb-4160-87f6-306e21d0c49a:fcdd8fc0-1c5a-492f-93ce-250874a37321:qa:1,22829243-b6bb-4160-87f6-306e21d0c49a,fcdd8fc0-1c5a-492f-93ce-250874a37321,qa,1,qa,unassigned,,2026-09-24T14:24:01.423Z,2026-09-24T15:00:06.647Z,done
activation:rework:a43b36e01c708c9ea66e1a8b79743bb51b1077aa5be5401e65df4568ca7da092,92f80de7-baa5-472c-ac50-7439fac30875,be388028-7bcd-428d-a4bc-768ee5cbb9f9,qa,2,qa,unassigned,,2026-09-24T14:34:46.107Z,2026-09-24T16:31:00.799Z,done
activation:rework:c0fef5232f8691d19f717328b3c081d090686a5527db9a25b1b0fc0e463a1474,d6aadc9a-d214-4218-a2a4-3f5f0a74c1a1,71a3626b-2878-41da-826e-b8bdf7b0f2ad,implement,2,implement,unassigned,,2026-09-24T14:41:00.161Z,,
activation:dce17f32-451c-4265-b3d0-801e624fc792:8e34afec-6c93-490d-99a2-a0088b326e57:implement:1,dce17f32-451c-4265-b3d0-801e624fc792,8e34afec-6c93-490d-99a2-a0088b326e57,implement,1,implement,unassigned,,2026-09-24T14:47:31.696Z,2026-09-24T14:50:28.521Z,done
activation:7646d901-e2b0-4745-8a68-459034aa0411:8e34afec-6c93-490d-99a2-a0088b326e57:qa:1,7646d901-e2b0-4745-8a68-459034aa0411,8e34afec-6c93-490d-99a2-a0088b326e57,qa,1,qa,unassigned,,2026-09-24T14:50:29.130Z,2026-09-24T15:31:37.980Z,done
activation:rework:63097c2662636d7622a48e59949a3a889198a94737c013294b70d5e9671ae072,ce4206e6-0be1-45cd-98d8-3fb9c1804737,fcdd8fc0-1c5a-492f-93ce-250874a37321,implement,2,implement,unassigned,,2026-09-24T15:00:07.622Z,,
activation:a43a6880-5207-41c9-a3c5-7523fb24d0f7:2d211ed0-adc7-4086-ab30-93b048caf040:implement:1,a43a6880-5207-41c9-a3c5-7523fb24d0f7,2d211ed0-adc7-4086-ab30-93b048caf040,implement,1,implement,unassigned,,2026-09-24T15:09:07.109Z,2026-09-24T15:11:32.865Z,done
activation:d524fd8f-b210-43a0-a735-ea543afc90ed:2d211ed0-adc7-4086-ab30-93b048caf040:qa:1,d524fd8f-b210-43a0-a735-ea543afc90ed,2d211ed0-adc7-4086-ab30-93b048caf040,qa,1,qa,unassigned,,2026-09-24T15:11:33.181Z,2026-09-24T15:53:00.594Z,done
activation:7c91f9fb-9720-45e5-b046-0b1162606cf7:fac0dd47-6397-4d7b-beb6-ad242492dc79:implement:1,7c91f9fb-9720-45e5-b046-0b1162606cf7,fac0dd47-6397-4d7b-beb6-ad242492dc79,implement,1,implement,unassigned,,2026-09-24T15:18:36.599Z,2026-09-24T15:19:42.809Z,done
activation:763a0587-4965-42a6-b22f-52db96dafde6:fac0dd47-6397-4d7b-beb6-ad242492dc79:qa:1,763a0587-4965-42a6-b22f-52db96dafde6,fac0dd47-6397-4d7b-beb6-ad242492dc79,qa,1,qa,unassigned,,2026-09-24T15:19:43.820Z,2026-09-24T16:47:41.235Z,done
activation:rework:eb88b9cb36981ce2260db900a8d1bee3c0e4aa2a31ac3718e264bf8c1589e54d,dce17f32-451c-4265-b3d0-801e624fc792,8e34afec-6c93-490d-99a2-a0088b326e57,implement,2,implement,unassigned,,2026-09-24T15:31:38.386Z,,
activation:b15a5b84-2c76-43bb-a436-21fc4d0a9f24:37b0cd13-9ff2-445f-ab31-0d5dfc742b13:implement:1,b15a5b84-2c76-43bb-a436-21fc4d0a9f24,37b0cd13-9ff2-445f-ab31-0d5dfc742b13,implement,1,implement,unassigned,,2026-09-24T15:51:19.432Z,2026-09-24T15:57:16.896Z,done
activation:rework:fcd0502ea792df8de97548b468f6ce21297115cd84b7ab371d3ff61c31bff03a,a43a6880-5207-41c9-a3c5-7523fb24d0f7,2d211ed0-adc7-4086-ab30-93b048caf040,implement,2,implement,unassigned,,2026-09-24T15:53:00.807Z,,
activation:46b84a84-a1cb-474c-9c11-e51892b8618b:37b0cd13-9ff2-445f-ab31-0d5dfc742b13:qa:1,46b84a84-a1cb-474c-9c11-e51892b8618b,37b0cd13-9ff2-445f-ab31-0d5dfc742b13,qa,1,qa,unassigned,,2026-09-24T15:57:17.226Z,2026-09-24T16:39:54.988Z,done
activation:ab10f3f7-18d1-4a33-ab47-75be53369eb3:7b4f9a8c-4aad-4725-928e-ef430c132f69:implement:1,ab10f3f7-18d1-4a33-ab47-75be53369eb3,7b4f9a8c-4aad-4725-928e-ef430c132f69,implement,1,implement,unassigned,,2026-09-24T16:04:49.327Z,2026-09-24T16:06:47.856Z,done
