run_id,gate_node_id,attempt,verdict,founder_authored,head_sha,recorded_at
05f4aa96-4b2d-43cf-a593-3a1fc3668660,founder_gate,3,approved,1,ac4c5be4386d2cb2f8ea0c1a8b296a966b398a11,2026-09-10T08:05:15.669Z
2aba1758-2a15-4adb-97cd-c8e5088b5f80,founder_gate,1,rework,0,6bcfbc79a6f9ac0a5a4630652075f7ce76be9a3e,2026-09-10T08:07:03.074Z
ffa8c441-b308-4043-bf4a-c27c6e6e5e0d,founder_gate,2,approved,1,d47bfbd810ab98d1e1f8ed568abbdd92ad28722c,2026-09-10T08:07:42.536Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,1,rework,0,f51aa8710715eb18632468adadd08359c4dc0738,2026-09-10T12:02:00.000Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,2,rework,0,5f38f953a0196f850fbd93bc461c946191fbf4d7,2026-09-10T12:58:08.618Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,3,rework,0,7b20ab2163bd2e5a2b6bcc79381e92f55d04aa49,2026-09-10T18:01:50.343Z
d6db3bfe-d10e-4d2e-8cd1-ffdd2dd018ef,founder_gate,1,approved,1,4a58846a97d7f1ac53acb211782fae7f364a9411,2026-09-10T21:27:04.214Z
2aba1758-2a15-4adb-97cd-c8e5088b5f80,founder_gate,2,approved,1,0e4d4ddd54016035bd7eef6b2beffe9c54b3f652,2026-09-10T21:58:00.492Z
82ffb3b0-23f6-40c4-be88-2c8848d06700,founder_gate,1,approved,1,c0fdf347335731a1e335980b3a1f82ce67b2b688,2026-09-10T22:01:40.226Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,4,approved,1,517b58a74b835e7e098884fc8f4e9fcbe298cdc7,2026-09-10T22:04:04.087Z
477925df-2e6e-427c-b3eb-794f686302cc,founder_gate,1,approved,1,9512cbc779080aa01c7ac1a5dea1da47fd4ee710,2026-09-10T23:28:14.727Z
2aba1758-2a15-4adb-97cd-c8e5088b5f80,founder_gate,3,approved,1,fd0f20d78887517a923ef9ff35dada77dcea0d5c,2026-09-10T23:28:15.405Z
82ffb3b0-23f6-40c4-be88-2c8848d06700,founder_gate,2,approved,1,7ec14bbe8131b5c64f1a48ed47dd45529837446d,2026-09-10T23:28:15.929Z
a8b54a51-cb16-424e-95f8-3e44223acc15,founder_gate,1,approved,1,b3ed3cc97580d56f0ca5dd5f8db9d66ec821b47a,2026-09-10T23:32:55.479Z
82ffb3b0-23f6-40c4-be88-2c8848d06700,founder_gate,3,approved,1,0d88c9b46c97116967e46cbcedb82446b5f7cd9a,2026-09-11T00:41:38.784Z
1e427675-5de1-40d3-9e0f-2551ae0edd94,founder_gate,1,approved,1,188d41ded0e413d9fc05b65e7c16ce2e1433eaac,2026-09-11T05:47:30.239Z
c7c97c86-870e-46bd-af87-935c79da1e7a,founder_gate,1,approved,1,19bff51818aec65af7b6e1e35e88c2b17889c81a,2026-09-11T05:48:37.874Z
20b86626-35fb-41f3-a64b-0fd4408b4e41,founder_gate,1,approved,1,ad88d4d933cc19d8e36cb24ed1014bf499464763,2026-09-11T05:48:38.376Z
a1570b68-529a-4588-8097-e37bfdd22e55,founder_gate,1,approved,1,2f67c983fd9640dbdfd3d4267f17457d5a024a44,2026-09-11T05:48:39.120Z
0ff8b5aa-95e3-4144-8fa5-142bbfefcb9b,founder_gate,1,approved,1,8596887282e5c902acba2860f478677a219823d4,2026-09-11T17:43:47.966Z
000d209a-f8cc-4ae4-8e0a-291f655263ac,founder_gate,1,approved,1,2e79eb0d6ff2133b837e455e2808e6b97501b7be,2026-09-11T17:43:49.371Z
f782d5bd-c5c1-4700-b8d7-f8c38bd6ce2c,founder_gate,1,approved,1,05ab219101ad1449ab1ca2b2e3ae732e3da81e55,2026-09-11T17:45:02.553Z
db8d4d16-abb1-4b9f-bde2-d5a82259270f,founder_gate,1,approved,1,9fcfd8f17929d0596fb8444df9df8b088f0ffd21,2026-09-11T17:45:03.843Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,1,approved,1,d1e909df3d91152495280816343f05b111f7022f,2026-09-11T17:46:12.372Z
05c31b97-fa36-49be-a9a9-104a92f58d1c,founder_gate,1,approved,1,41c1faf448eecc423bf0f14835aa974cd98d83f2,2026-09-11T20:17:30.348Z
5e55e17e-1005-4c8a-a514-80fa3e7c11d1,founder_gate,1,approved,1,ec6921379110965f3aac99918e72f04d23d08ddc,2026-09-11T20:17:31.003Z
91fb5b92-d68a-4ae5-9560-d67f6ac8018f,founder_gate,1,rework,0,8ff9e3302c56afe783de59ebf84030b41defada2,2026-09-12T17:35:35.810Z
91fb5b92-d68a-4ae5-9560-d67f6ac8018f,founder_gate,2,approved,1,03e31662028e7b9a8c09bbb4261e43c0991229bf,2026-09-12T19:51:47.091Z
9d20fedd-f7dd-4a2c-a1d3-27f76deb4114,founder_gate,1,approved,1,5cdd80145d5daf9384d572bee2e1a8be797d482e,2026-09-12T19:53:01.466Z
05c31b97-fa36-49be-a9a9-104a92f58d1c,founder_gate,2,approved,1,e3e2c7da3d4dcc9cab380eb52698a07927c4d452,2026-09-12T19:53:02.233Z
15188b39-c4f3-4a48-a14a-db25dd9997aa,founder_gate,1,approved,1,79ba4d587f88bb4e16152ee14ba452f125c25fe2,2026-09-12T19:53:03.632Z
2776f5f7-60ab-41be-b13e-2759a908d70c,founder_gate,1,approved,1,668f7c9322942786cbd3989eb94ea8e3a77a28c1,2026-09-13T22:12:31.585Z
15188b39-c4f3-4a48-a14a-db25dd9997aa,founder_gate,2,approved,1,10bd6554909c6e190be2e0650dda94a4cf96164c,2026-09-13T22:12:32.632Z
5a291283-f4b0-439e-b31b-e7852d4a0a28,founder_gate,1,approved,1,89ba5dfb9bbb31f38450b2ab975adcdf088cd6c9,2026-09-13T22:13:44.306Z
db8d4d16-abb1-4b9f-bde2-d5a82259270f,founder_gate,2,approved,1,20ede061cba9d5972598d2e06b2eb963cc433114,2026-09-13T22:13:44.890Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,2,approved,1,10be80c8813e03e1542bb912839e6e141ce7978c,2026-09-13T22:13:45.506Z
5e55e17e-1005-4c8a-a514-80fa3e7c11d1,founder_gate,2,approved,1,d22978baa799a2c3ec43cdd63af655d06912ae95,2026-09-13T22:13:46.116Z
dcfc781a-615c-400f-b64a-eaf0417a85fc,founder_gate,1,approved,1,8722a5be2b6712e11c1f80fa0068342577b50c04,2026-09-13T22:13:46.938Z
b7a9ee1d-9dbe-43e2-811f-9cdd502749f8,founder_gate,1,approved,1,6baf6461f779d47ab5e50831162afef0054a8446,2026-09-14T02:09:08.685Z
f6850fe8-3415-40f8-9121-f380f49e5b88,founder_gate,1,approved,1,d17813354029c2e420400189115907ae8d65f0ee,2026-09-14T02:09:10.112Z
55ed03ff-956d-4854-a644-bc2daad252c5,founder_gate,1,approved,1,6112b1478e37af1ce75a065c985d76e0fa98e85e,2026-09-14T02:10:28.555Z
a9ea4f26-8ab0-4830-a1f7-0f074196e363,founder_gate,1,approved,1,fe0f4a6549ce60b541d1b964e8a383088e2f9740,2026-09-14T02:10:30.325Z
db8d4d16-abb1-4b9f-bde2-d5a82259270f,founder_gate,3,approved,1,8bf2ab1d37014a89f2f3ddff3ba865b437d60d97,2026-09-14T02:11:46.715Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,3,approved,1,6aab03408d6bc83993fd04004d1840e5c4e4bf90,2026-09-14T02:11:47.831Z
379fa52f-6e81-4d38-af81-498ff432def1,founder_gate,1,approved,1,83f871330c67c7df90665b6bfe41f13efa044e79,2026-09-14T02:13:07.659Z
50274a0c-6b85-4673-ba0c-9bbe1e04f253,founder_gate,1,approved,1,d5ee2597c3b44e36362c0ea9ce5b42d456741e4a,2026-09-14T03:03:29.423Z
7ebc03c5-bd2d-404e-8381-9f85af03d26e,founder_gate,1,approved,1,12eaaebc22f0d8e956617efc2194963bc6daaa06,2026-09-14T03:03:29.920Z
dcfc781a-615c-400f-b64a-eaf0417a85fc,founder_gate,2,approved,1,c57b9387c742544f855e8848f6ae46fc1bc14d55,2026-09-14T03:04:41.197Z
30b4f2a4-62fa-4adf-ae37-4088ae98a212,founder_gate,1,approved,1,74038bbbfc1764cda9b7716fc96fc50ac6b56751,2026-09-14T03:04:41.785Z
3607dac5-86b0-43bf-9bb9-e2afb55a76f5,founder_gate,1,approved,1,04fee9fb2acfd8aae36e6df34f4a59898fa6ea89,2026-09-14T04:34:49.502Z
ab757039-5e5e-4da2-9dda-ff4d8e3abbce,founder_gate,1,approved,1,c1d483521c957bdf9ca5ebfda4fb264cc7653850,2026-09-14T04:34:50.090Z
dcfc781a-615c-400f-b64a-eaf0417a85fc,founder_gate,3,approved,1,6779c8b3cc1ac8b80b2dbb00cc642e5323b4075c,2026-09-14T04:34:50.902Z
cf8be4ae-95d6-4bf1-b623-737fe827f4d3,founder_gate,1,approved,1,51931efec2884183175861bcd30c3c6936297976,2026-09-14T04:36:01.850Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,4,approved,1,e6ebca81cf253fb1e84ca93e00adb29ec6a235c6,2026-09-14T04:36:02.743Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,5,approved,1,cf4b68837308d319bf5146270350171f49dbc655,2026-09-14T07:23:00.287Z
f7f0c257-c2e5-49b1-a3d4-f09d432919fc,founder_gate,1,approved,1,4a869fcbaf21120d698cd7cebff396af0554ba6a,2026-09-14T07:24:10.836Z
c04bce2b-23b9-4005-97ab-cf3e44e8edd5,founder_gate,1,approved,1,8283b9a43bd7e75632b882b8504a0de5951c96e0,2026-09-14T07:25:18.437Z
cfcc96cf-03d0-45e8-981f-0e351db1c152,founder_gate,1,approved,1,e67c480d9a70472ce6a45dff4105f73b54a59552,2026-09-14T17:00:14.668Z
f17d783d-9f4d-4134-a016-a9a7402e9b12,founder_gate,1,approved,1,ab5eb193bee3b436510f0622428355dd2b4227fe,2026-09-14T17:01:33.826Z
644fb67f-17e8-4800-8498-05896ce35005,founder_gate,1,approved,1,4d23eb972082ce04a08913f40e98bea4b5c99150,2026-09-14T17:01:34.888Z
9a570623-dfe8-4d19-9016-f1dd8dfccdbc,founder_gate,1,approved,1,504a341a326a6b914ddb1091e9759d806c2b145f,2026-09-14T17:01:35.619Z
60ec91c7-c35a-4644-a15a-f4fca84f4725,founder_gate,1,approved,1,e6321bcb3a11360e4785eb1a4a4233951490f029,2026-09-14T17:37:45.646Z
ef75e4c5-d7c1-4f05-9fae-926c4621372a,founder_gate,1,approved,1,76250984fcdd7442bb420a9be37baf4dbd1e36f7,2026-09-14T17:38:59.869Z
0f419a93-84c8-4d05-8d6f-b8566dc68a43,founder_gate,1,approved,1,688c1e99c7d0ecddaf9b96c5d740d991bdd4da33,2026-09-14T17:39:00.793Z
f7f0c257-c2e5-49b1-a3d4-f09d432919fc,founder_gate,2,approved,1,b1a5fb79341b579e48af052eb259c40523285cc5,2026-09-14T17:40:13.370Z
4f12e13a-8807-466b-87f6-b6e317f721e9,founder_gate,1,approved,1,a20caf400e3c6c2f1cef197437dcea5f9641d242,2026-09-14T17:40:14.041Z
ee8e5ae8-9625-46b7-903c-be9e5545d47d,founder_gate,1,approved,1,86b3c5fd76b38c27d8074df4cb1c60aec71cbca1,2026-09-14T17:40:14.918Z
1712bfed-9d9f-4148-8b32-ac5361136ea1,founder_gate,1,approved,1,8776f3273fdd1016e19944d7bff9f0a3600b3ca0,2026-09-14T17:40:15.567Z
7d9be41f-9755-4a83-bee2-fb1ebc8b3ae3,founder_gate,1,approved,1,f160cea0ff003451627db4f23016d4c39a884425,2026-09-14T19:44:51.490Z
1bb66b99-910f-40e0-a454-972646e337df,founder_gate,1,approved,1,c4f2bb83dbff4b772c7a832c31002e707eb70775,2026-09-14T20:48:50.001Z
fff384ea-14de-45b3-a671-3cf1fa328f13,founder_gate,1,approved,1,64c661bdef3b3fee37d4febc0c9b02d30909207e,2026-09-14T20:50:04.439Z
6f79c0d0-d1c3-4117-acd9-21cbef332048,founder_gate,1,rework,1,5ce2ca41b79b95980ef667c498d9bc9e9ca1e85a,2026-09-14T21:29:07.067Z
4a8f20e6-fe6a-4735-b4b8-5ee1f90c1e4b,founder_gate,1,approved,1,1d647d2c842e59550be73d5e1f821146744a2fa2,2026-09-15T01:13:09.680Z
79572768-a7d7-48bf-a8f5-0932ace0732b,founder_gate,1,approved,1,6c0759325e1acb8662605a1ab40ed06557f44d5b,2026-09-15T03:36:00.094Z
62282d97-d6c2-4d1a-a471-db9f1e047e10,founder_gate,1,approved,1,943c28ce74815abaee43e84884675951a4dbcf69,2026-09-15T03:36:29.921Z
dbdb0656-79f8-4360-aa09-d304f40f88a6,founder_gate,1,rework,0,02bce6216038c704ab29838a952117bc9d4018c8,2026-09-15T04:39:21.142Z
5ea4805e-1e01-47d1-8be1-26641097104a,founder_gate,1,approved,1,03e4d0f9ae6c0adac56eed6ce98f349afeac3e65,2026-09-15T05:37:34.352Z
b0b36ef0-816a-4b77-b8ef-10ce14469919,founder_gate,1,approved,1,2d076d2d83372ab552c1099e8b1bc67b89458b26,2026-09-15T05:41:28.613Z
dbdb0656-79f8-4360-aa09-d304f40f88a6,founder_gate,2,approved,1,d800348e5535b02543c045967a43b3f634eabc84,2026-09-15T07:22:30.747Z
60a6b491-5770-4297-a95d-dfd1424b1e7b,founder_gate,1,rework,0,7c33f205abd25ff19c3ec203cc20a697b3dc0810,2026-09-15T07:25:33.643Z
d33a452a-8820-489e-b69d-a19ff2686836,founder_gate,1,approved,1,6aed141b48b0a941c8e90e43c8fbb5b72d35d3c4,2026-09-15T07:41:02.640Z
6180db8f-986f-491e-99d3-1447c0ff2653,founder_gate,1,approved,1,c3400f5d0921ad5eaa8e8866b1fd6ab6e7e4e82b,2026-09-15T16:21:13.228Z
30621512-1c3e-486c-b0d6-cc73fc578bb9,founder_gate,1,approved,1,2c75a370204f335741df16ab74da2cb0f1cc65ca,2026-09-15T16:22:41.002Z
2ee4747d-ff26-4c92-9dce-fa08a6c69dd9,founder_gate,1,approved,1,215556c8b7e78aeef78755ed4b135f34faccc0e5,2026-09-15T16:24:04.296Z
e9611d9c-8dc3-4c5e-b826-443544e7d730,founder_gate,1,approved,1,f94bab1f54e4d47911e17a9f18ea176b0da1d687,2026-09-15T16:24:05.572Z
3df20410-38d4-4305-a02e-6471e0bab6aa,founder_gate,1,approved,1,71a10b1b1c805851c57355a02fdffdb6cce18458,2026-09-15T16:26:58.347Z
8b78b4fc-24d1-4a67-a30c-84032fcd556e,founder_gate,1,approved,1,2bf40c42a544f69c3779c06bc5903a3228d743b1,2026-09-15T16:26:59.380Z
3887813b-263b-46db-8bb6-6d2771a87e99,founder_gate,1,approved,1,59c8900ab6bfdfcbe9c7b44b48712f6703ded82e,2026-09-15T16:27:00.125Z
bc1af28d-3371-472b-8955-eaf948f0b9f4,founder_gate,1,approved,1,35036f1c72220a968010f211c36eb79541f21847,2026-09-15T16:27:00.779Z
60a6b491-5770-4297-a95d-dfd1424b1e7b,founder_gate,2,approved,1,d6df319fd8c683488b1287535afc7e73c8a146ea,2026-09-15T16:29:35.181Z
0a068569-3d21-4a04-9796-6565d78c555f,founder_gate,1,approved,1,f8398cfc18ee512d64acfe24d4ddde647d58926e,2026-09-15T16:32:59.510Z
30621512-1c3e-486c-b0d6-cc73fc578bb9,founder_gate,2,approved,1,81f008995d465e260efb9699790e31857b51e58c,2026-09-15T17:21:19.097Z
c65a8d52-5f17-4a0d-81b6-37922bbceb2d,founder_gate,1,approved,1,846dc0dfe2b27b2b169fa67a9d9e214107514222,2026-09-15T18:19:50.252Z
bc1af28d-3371-472b-8955-eaf948f0b9f4,founder_gate,2,approved,1,05dfa81353bf9a1b2246199f45fd322a74dbee43,2026-09-15T18:37:21.093Z
e55081f9-b2d8-4311-98e4-0911133b5cf1,founder_gate,1,approved,1,6bb7764edcb39f6cb2e97e04eb3b8b82be571dc1,2026-09-15T22:01:52.505Z
627d7544-1989-479f-839e-d68e0df33183,founder_gate,1,approved,1,ecec6e2c6400798007f7d2ea2c29d388536959e9,2026-09-15T22:03:08.365Z
23f4da11-42bd-4482-8dec-d24fd7463300,founder_gate,1,approved,1,3a4756bc53c8b2e4b14bf077921010623f33cf8a,2026-09-15T22:06:58.223Z
e9611d9c-8dc3-4c5e-b826-443544e7d730,founder_gate,2,approved,1,8ae338a16fe8a7721a8d8192e5ec1e94e885046c,2026-09-15T22:43:38.316Z
2ee4747d-ff26-4c92-9dce-fa08a6c69dd9,founder_gate,2,approved,1,9d7b4639054a8487c6d6df129fe46e6571443443,2026-09-15T22:43:38.946Z
3887813b-263b-46db-8bb6-6d2771a87e99,founder_gate,2,approved,1,7d1a622915581e68b2f795868cc8663f50dd1830,2026-09-15T22:43:39.648Z
4545e991-5f7f-478c-ab9f-013d40bb9e36,founder_gate,1,approved,1,3f47c91d3c867e6eee26e50be0c674819c28a281,2026-09-16T02:35:36.052Z
54eb7a77-65fc-4251-bb9a-56885764a455,founder_gate,1,approved,1,4f376f290fc87d173cab2c5a6ba20ecb1cf485e0,2026-09-16T02:45:49.434Z
2ee4747d-ff26-4c92-9dce-fa08a6c69dd9,founder_gate,3,approved,1,e2ff062b82337368ca1101537834212212c29a1c,2026-09-16T02:49:17.379Z
15612058-44f0-4414-a02b-7c58c191c53e,founder_gate,1,approved,1,801d2f071a0d16e146ccae3f0f95371b82e273d8,2026-09-16T03:31:00.469Z
0585ac28-c435-4720-a239-1c74b39bb8cc,founder_gate,1,approved,1,7ce0e96e256e16b49426398e884dc0eb3504153d,2026-09-16T06:35:21.844Z
fce48843-eb28-44a3-8256-0b5193e6c1e1,founder_gate,1,approved,1,d06e6416d75c2883cb4f70363555b83f26418dce,2026-09-16T16:13:01.254Z
d726a117-1b05-4090-8e84-041def77f860,founder_gate,1,approved,1,c0fe80132f4a74b6903a2768427aad069eca52e1,2026-09-16T16:16:38.164Z
443b2f98-0e6e-4fe0-8e55-6562a7253046,founder_gate,1,approved,1,084a0647c45ac1443a4a8e47dd6ef1b8915c11f8,2026-09-16T16:19:02.691Z
685d117d-8eeb-489b-9f44-9abd313b3ab4,founder_gate,1,approved,1,d41b37146811af3aa27a34d978d58a1923fbd7e2,2026-09-16T16:20:14.520Z
cd8ca652-00d7-4594-839a-e0f9f3bad594,founder_gate,1,approved,1,d3642ee913e2e519c21557ca09c0d070d1c32cb8,2026-09-16T16:25:08.455Z
d0e72d2d-e8b3-469d-af0c-abc4b2036bce,founder_gate,1,approved,1,055dde558ef1513f691e0a4e1ed609caf84e21fa,2026-09-16T16:30:59.827Z
0079c0da-2d36-4c12-8dc1-a14f4ef04517,founder_gate,1,approved,1,1d592c0ed8f3ae18de2ab87c440ee0ec878442c1,2026-09-16T16:34:33.089Z
685d117d-8eeb-489b-9f44-9abd313b3ab4,founder_gate,2,approved,1,eead9e67d82635ed3448a0ff9ae342e4f77c6992,2026-09-16T20:16:46.770Z
bd60cabb-aeb2-4be1-9900-68cf1b1f43e5,founder_gate,1,approved,1,3b8385af6767b3bb8c8afabba4e3302e5117ce52,2026-09-16T22:33:46.389Z
443b2f98-0e6e-4fe0-8e55-6562a7253046,founder_gate,2,approved,1,01a04b7f68259c80b0d56545b73276143d3f391e,2026-09-16T23:15:33.673Z
54f5dd24-fe9d-49e7-a3dd-2119858e520c,founder_gate,1,approved,1,dd7fd9d90e02f31ba8b05e40898da6379edcd5d2,2026-09-17T01:18:06.357Z
571bfa52-2826-45e1-a8d9-7b894d1987df,founder_gate,1,approved,1,34b0946f573b7ab422b1e2271daf0e446ac31508,2026-09-17T01:19:18.531Z
cd8ca652-00d7-4594-839a-e0f9f3bad594,founder_gate,2,approved,1,8e22a875620180f35fa50563321500e48a7a817b,2026-09-17T01:19:19.336Z
097bb435-78b0-4d42-b6e3-3143fe4b6684,founder_gate,1,approved,1,1bd4469ad3e2e0bfbca6a2ab049e0090b96f4402,2026-09-17T03:56:09.006Z
d3708e46-50ff-4d09-a705-c99d1b5452da,founder_gate,1,approved,1,ea0bf1c911cd9a153e91a2c19582fee05451c68e,2026-09-17T03:56:09.905Z
9cf7f7ca-37bd-4acd-9155-a0e9a9735e8e,founder_gate,1,approved,1,40155df93d59b6e5500f7de965e19e20ae992c8e,2026-09-17T05:24:26.984Z
cd8ca652-00d7-4594-839a-e0f9f3bad594,founder_gate,3,approved,1,6b8de58aa10dd0012c1f3968e3218d29e5c53cf3,2026-09-17T05:38:24.089Z
a03da996-f0dc-4506-beb7-d7254ba32b40,founder_gate,1,approved,1,8023af91747170e9f5fc930ebace918932f27561,2026-09-17T15:51:18.551Z
d4be0283-628d-464c-9728-e9938e2d579b,founder_gate,1,approved,1,9ec2fc00a6c82619b37515ec1a9f2706412f7076,2026-09-17T20:18:11.730Z
e078231d-afd4-42e6-990a-bc2b00fcdab8,founder_gate,1,approved,1,11669d1a38224f825a198b2452d141ad88bf262b,2026-09-17T21:48:15.959Z
8b3933da-4fa2-4a8d-bd9d-ec6392870310,founder_gate,1,approved,1,c6290f4163fd5771596de02cd43bf16f60fe9e1e,2026-09-17T22:03:58.127Z
986c9c22-a588-4cf4-a21e-fa3b90a3c2de,founder_gate,1,rework,0,83d7f559a82c009f97a541f95c1e695f776f83b6,2026-09-17T22:28:59.508Z
9645f6b0-5047-464c-8ecd-be7fcabd988f,founder_gate,1,approved,1,e34c440b7b6036a18f331a3cd91ccc4a6f601c14,2026-09-17T22:55:43.472Z
116cc58c-7324-4fc5-abfa-0a7b035cd557,founder_gate,1,approved,1,0d2ff84137ca99b7136058d5c418cc6c423e24a2,2026-09-17T22:59:08.489Z
986c9c22-a588-4cf4-a21e-fa3b90a3c2de,founder_gate,2,approved,1,7606b5ad50e0354c1928f57721310e3b14bbe4f2,2026-09-18T03:08:52.290Z
070bd942-cce0-46ca-88a3-5215886fb107,founder_gate,1,approved,1,f702cbdaf76aa6ea6a5469900f412cc67fdfc96b,2026-09-18T03:33:57.951Z
5b79da42-6cd8-48b9-af9a-c505e2c7c390,founder_gate,1,approved,1,6eb08d512752a729b7824428769df80fecb2aa27,2026-09-18T05:50:54.101Z
9b4fe698-d3b3-43b7-820d-beb3ce3e948a,founder_gate,1,approved,1,e77c1cd47c3fa5f5bc27131b7e24d47e28f0987e,2026-09-18T06:30:55.442Z
8ac2f0be-5754-4c55-a05d-2c389ba56b54,founder_gate,1,approved,1,fc6c460902ea7132745c2aa2a5d17afa4becd090,2026-09-18T06:30:56.437Z
f426b8bc-b7aa-4202-9db9-ded05db69e13,founder_gate,1,approved,1,fa7d1fc33dfb971a083ca7c0cb5c78714b98ccf2,2026-09-18T07:11:48.676Z
3d553a29-40f4-4a92-974b-f0a9b565d30e,founder_gate,1,approved,1,da83c076820f0e8db29bfd8e4fc413d2bf62002f,2026-09-18T16:21:27.035Z
d4e0de1f-8d3d-45ca-8426-574befa44aa7,founder_gate,1,approved,1,4f0bee6bebe46563177a81c6667ce570c5033169,2026-09-18T16:23:58.209Z
5fe45c92-4cc1-40ff-b0e3-85978d0e484a,founder_gate,1,rework,0,2bd9a1ed77dcbabb8802a052303ba394f06544a7,2026-09-18T16:24:57.511Z
16a5f2d3-654e-4596-a822-d9829ec7e0e1,founder_gate,1,approved,1,e863a59399308634d356269f28d1fdc13d0b653f,2026-09-18T16:25:12.948Z
48978a54-29c5-44b4-89d6-0f4c858925a8,founder_gate,1,approved,1,baa0a0068dcd719edc18aa5f361c533fb5514178,2026-09-18T16:26:31.358Z
137b8ea4-68ae-4384-8e48-d7571dd3e8c7,founder_gate,1,approved,1,667f6b51827a3fe18774a88dec7aa30d9d5348d4,2026-09-18T16:27:50.101Z
9a9c1584-23cc-4813-bb04-90f74ee112b1,founder_gate,1,rework,0,c413b8225d58ed1c4cbe2672f8cdb9ce11554de5,2026-09-18T16:41:15.765Z
