execution_id,run_id,node_id,attempt,vendor,model,effort,created_at
81f20993-2fd1-429f-98b7-a126ae5a00f5,70ccd0dd-494d-4e95-bf93-4aa4820e7fc2,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-08T20:47:21.900Z
77e4a46a-b1e1-4587-acb3-130b230d6754,1a6c34d0-bc99-4ec5-86bd-af1eb8b45d10,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-08T21:12:24.408Z
49d648f7-011a-41c2-9e60-f634edd56f18,bd256677-fab4-4d96-9fe6-7ef6c053c46f,qa,1,claude,claude-opus-5,high,2026-09-08T21:50:16.026Z
e29c4e33-6e98-4483-9d02-c496a444fa57,a8b54a51-cb16-424e-95f8-3e44223acc15,qa,1,claude,claude-opus-5,high,2026-09-08T21:53:27.859Z
703a3dc0-156d-4e32-a1e0-8eea84916a14,0046d93b-146c-4b78-8b3a-f9ed9eaaa205,qa,1,claude,claude-opus-5,high,2026-09-09T01:52:55.866Z
310a846e-d5f2-4a0b-b2f6-51d80b031907,1a6c34d0-bc99-4ec5-86bd-af1eb8b45d10,qa,1,claude,claude-opus-5,high,2026-09-09T01:54:05.873Z
40f66a02-5abb-49a4-88d9-7347f4621fb9,8b503475-e5a5-472f-baea-bda9e366b5c2,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T02:20:05.889Z
3f5910c6-1065-4fce-aed0-c687336852c4,c8b7c661-947a-4c0f-a41b-9accd8090afd,eng_design,1,codex,gpt-6-astra,xhigh,2026-09-09T02:49:09.351Z
92e3340f-1aec-454b-a5de-d61c3aa12035,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,eng_design,1,claude,claude-fable-5-1,high,2026-09-09T02:49:16.608Z
2b5c4176-fceb-4663-92a1-239e93686bd4,13d45e05-1931-405b-a09d-f1c6b7cccaff,eng_design,1,claude,claude-fable-5-1,high,2026-09-09T02:49:33.464Z
420aa437-9d96-412b-b9b2-7dfec6c66e6b,70ccd0dd-494d-4e95-bf93-4aa4820e7fc2,qa,1,claude,claude-opus-5,high,2026-09-09T02:56:31.154Z
29890a4a-7307-457f-9bc9-1881d49e6fff,2f904779-35a1-4754-aab4-7129dac264a1,eng_design,1,claude,claude-fable-5-1,high,2026-09-09T03:08:14.969Z
1ac67591-5852-45f4-8322-f2a26b913327,7c625c64-0142-4626-8f14-677a6309e0d8,eng_design,1,codex,gpt-6-astra,xhigh,2026-09-09T03:08:31.083Z
fb7cc301-fca3-45cf-be05-e91efeac767d,8b503475-e5a5-472f-baea-bda9e366b5c2,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T03:12:40.936Z
e25ef68f-e765-4dd0-918a-e521f35ce083,e72f53b5-8195-48af-b4bb-a0d5c10b52e2,qa,1,claude,claude-opus-5,high,2026-09-09T03:15:00.287Z
773dec0e-076b-4f06-b196-72f0627ec604,4e86edef-4b6c-4781-b9d6-70aaea3e0e1c,qa,1,claude,claude-opus-5,high,2026-09-09T03:20:19.526Z
29f1903e-786a-48c0-bd30-57f4b901a9ab,8b503475-e5a5-472f-baea-bda9e366b5c2,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T03:27:42.280Z
5c488344-e3cb-458d-99db-0bf817b84b35,ce54ec2a-6b8b-4c46-bcc6-6e698ba194ab,eng_design,1,claude,claude-fable-5-1,high,2026-09-09T03:29:56.310Z
fbe30dd8-a18d-4dc5-a43e-f0f9b9a7edf7,c8b7c661-947a-4c0f-a41b-9accd8090afd,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T03:46:38.643Z
24b5b758-21ec-494b-bab9-8d3eacb6a0b2,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T03:59:35.758Z
2bbf991f-3e0f-4a38-9a05-41a6ab10cb0d,7c625c64-0142-4626-8f14-677a6309e0d8,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T04:04:45.885Z
fa058bbf-1eb2-4567-95f0-8af2416e13fc,2f904779-35a1-4754-aab4-7129dac264a1,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T04:37:13.262Z
71d0779e-627d-41c3-9a4e-a71ed1ba4c0c,13d45e05-1931-405b-a09d-f1c6b7cccaff,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T04:37:15.624Z
868f9368-234f-4061-829d-5b8c8b73bfe6,ce54ec2a-6b8b-4c46-bcc6-6e698ba194ab,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T05:00:12.441Z
cc067e8b-b85a-400c-9134-2809b2e508b1,8b503475-e5a5-472f-baea-bda9e366b5c2,qa,1,claude,claude-opus-5,high,2026-09-09T06:28:48.847Z
b6ca97e4-687a-4fed-84cc-259544f10899,b611ce55-1ce4-46aa-a008-780efad435bd,eng_design,1,claude,claude-fable-5-1,high,2026-09-09T06:37:03.140Z
210e409c-2c70-40f6-91e3-7b8c886158b3,8b503475-e5a5-472f-baea-bda9e366b5c2,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T07:07:18.415Z
db57dc9c-a8ca-4e27-b0ce-750d35d8e6a0,c8b7c661-947a-4c0f-a41b-9accd8090afd,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T07:17:40.912Z
c070fce7-2b7e-44cb-9073-26b4e3200ede,4e86edef-4b6c-4781-b9d6-70aaea3e0e1c,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T07:24:15.730Z
b5ed7567-0ab3-41ec-a399-5c907ba54547,2f904779-35a1-4754-aab4-7129dac264a1,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T07:27:41.914Z
5de3f966-c6e0-48a0-81f7-720ceecbddc2,f45a37e7-c681-4d3f-b899-1800afa590d5,implement,1,codex,gpt-6-astra,medium,2026-09-09T07:39:46.213Z
5f5da780-bc02-4a5f-99e6-3b697dd637b4,f45a37e7-c681-4d3f-b899-1800afa590d5,qa,1,claude,claude-opus-5,high,2026-09-09T07:42:21.572Z
9605b495-4105-4f32-8c3b-39749140db18,ce54ec2a-6b8b-4c46-bcc6-6e698ba194ab,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T07:57:41.266Z
d60cff23-cf25-4dbf-b920-a278a4583e70,b611ce55-1ce4-46aa-a008-780efad435bd,implement,1,codex,gpt-6-astra,medium,2026-09-09T08:02:54.206Z
826a3457-dfc7-4e5e-8511-80dd01bc6e76,8b503475-e5a5-472f-baea-bda9e366b5c2,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T08:16:03.318Z
6d67f20f-66e7-4a84-9a84-414e9cd23075,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T08:22:42.158Z
4167da07-097c-42dc-8d6a-244198626bcc,7c625c64-0142-4626-8f14-677a6309e0d8,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T08:22:46.320Z
3bb2977d-fac5-45e3-94b9-8555e7d5ad92,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,qa,1,claude,claude-opus-5,high,2026-09-09T08:28:29.016Z
a430054d-07d2-4ca9-9e4f-3262e50ce786,f45a37e7-c681-4d3f-b899-1800afa590d5,implement,2,codex,gpt-6-astra,medium,2026-09-09T08:49:13.514Z
ab7fabaf-74d8-4b2f-a8c2-ebc9c99773b6,ce54ec2a-6b8b-4c46-bcc6-6e698ba194ab,qa,1,claude,claude-opus-5,high,2026-09-09T09:08:03.524Z
0ee9759e-5a89-41ee-bbcd-71f108b2cb99,c8b7c661-947a-4c0f-a41b-9accd8090afd,qa,1,claude,claude-opus-5,high,2026-09-09T09:12:50.743Z
f082fc65-b69e-4b2f-a99b-e27ee7d8e6cc,b611ce55-1ce4-46aa-a008-780efad435bd,qa,1,claude,claude-opus-5,high,2026-09-09T09:41:21.581Z
6e475dd2-26ac-41c8-ae1b-2db6f6594b95,13d45e05-1931-405b-a09d-f1c6b7cccaff,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T09:52:13.285Z
cf7b4751-b632-402d-aa4b-a68697490214,c8b7c661-947a-4c0f-a41b-9accd8090afd,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:00:22.645Z
383d876a-3505-40be-b0cd-9bc870477b5f,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:00:29.805Z
c35fd8c7-fb4d-41fe-81eb-bb9685c43e9b,13d45e05-1931-405b-a09d-f1c6b7cccaff,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T10:02:42.379Z
a85fb60c-badd-4992-a75d-854db05e6ce6,2f904779-35a1-4754-aab4-7129dac264a1,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T10:02:46.024Z
3fda089a-f7a9-4290-a6c4-43fa1add52ec,7c625c64-0142-4626-8f14-677a6309e0d8,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T10:02:49.559Z
72ce2663-5fdf-4e1c-8f0e-31b63d4f82ff,f45a37e7-c681-4d3f-b899-1800afa590d5,implement,2,codex,gpt-6-astra,medium,2026-09-09T10:04:35.898Z
fd88ba3d-b703-463e-8d8d-bba063465490,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:12:42.277Z
0f51173e-8a19-43ce-84cf-d75ac0dfe8f4,c8b7c661-947a-4c0f-a41b-9accd8090afd,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:12:45.742Z
83258646-6110-491b-806d-cd496d3e4f83,13d45e05-1931-405b-a09d-f1c6b7cccaff,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T10:17:42.897Z
7b9fb9cc-0a9c-4c08-a40f-16d03539e778,2f904779-35a1-4754-aab4-7129dac264a1,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T10:17:46.266Z
24d54933-9407-40d8-89f4-e9609672286d,7c625c64-0142-4626-8f14-677a6309e0d8,implement,1,codex,gpt-5.6-sol,xhigh,2026-09-09T10:17:50.308Z
27b1d9a4-2564-4b3f-a0fa-9f3b187c2406,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:27:41.533Z
a03cee82-9ebd-48c8-9df7-669d966cea67,c8b7c661-947a-4c0f-a41b-9accd8090afd,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:27:45.822Z
e1ca4f30-4858-4c3d-93fc-1a7339df2de3,c3c393f1-2cd1-4ade-917c-84592cb1bbe7,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:42:41.698Z
58d86abf-0781-431d-8aa9-4ba1ac66955d,c8b7c661-947a-4c0f-a41b-9accd8090afd,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T10:42:45.608Z
fdb333fb-c9ba-46f2-9a3c-202494b3f983,16f6e49e-527c-47f6-9f1d-1465b14660bb,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:23:33.007Z
4fc74385-2f80-45e9-bd16-6007c52066f9,d6c4b403-a0c8-4339-8e2e-d36cf48d0cdf,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:26:35.818Z
b88f99d6-8abd-44d2-a269-aa2b99b13748,35ab9e12-2ce4-42ca-a15a-966682e289fb,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:27:14.576Z
f7739fbd-fa00-4cc1-a714-3751217d6ff8,a10f4de0-9b6d-4799-ba92-4ed98cc795ce,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:28:46.624Z
2f7f549f-0c56-4fea-8aa1-3bbe96a77b95,15b4bd81-005f-4173-a3ea-d5a26906c607,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:28:52.409Z
81980043-c840-4ac0-8c6f-9e1292ca16bf,d6c4b403-a0c8-4339-8e2e-d36cf48d0cdf,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:30:30.501Z
a77846b6-9d83-4e83-91f4-14801b3ab56e,a10f4de0-9b6d-4799-ba92-4ed98cc795ce,qa,1,claude,claude-opus-5,high,2026-09-09T17:31:00.710Z
b956bb43-56b4-442c-b1aa-3dac7f845f34,99288dcf-1e6a-4577-ac8c-c339c041c078,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:31:09.188Z
9838f4d4-5920-443a-ab1f-48dcf6a56a96,3cddd8cb-89fd-4fc5-a5de-d1b57f8e5959,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:31:13.731Z
f87a546f-4340-4a4c-a04d-efa889cc7bd9,d6c4b403-a0c8-4339-8e2e-d36cf48d0cdf,qa,1,claude,claude-opus-5,high,2026-09-09T17:31:58.070Z
28e1710e-db7e-4709-89d1-b104567de879,eb7ac1ef-73f1-4a2d-ba41-963d7147d8c1,implement,1,codex,gpt-6-astra,medium,2026-09-09T17:42:19.496Z
f38c336e-7aa4-46bb-a4b6-26c4ba58e128,99288dcf-1e6a-4577-ac8c-c339c041c078,qa,1,claude,claude-opus-5,high,2026-09-09T17:53:03.864Z
8e14ae65-a08d-4b72-bf69-52a271342f2c,05f4aa96-4b2d-43cf-a593-3a1fc3668660,eng_design,1,codex,gpt-6-astra,xhigh,2026-09-09T18:41:39.219Z
3c1f1ff6-7407-4dc3-ad50-1192aa636560,15b4bd81-005f-4173-a3ea-d5a26906c607,qa,1,claude,claude-opus-5,high,2026-09-09T18:54:46.118Z
82c15cfa-8af4-4886-832c-659c25ba9fbb,eb7ac1ef-73f1-4a2d-ba41-963d7147d8c1,qa,1,claude,claude-opus-5,high,2026-09-09T19:05:59.554Z
29127313-22fe-4e27-9702-e8af6040f89f,3cddd8cb-89fd-4fc5-a5de-d1b57f8e5959,qa,1,claude,claude-opus-5,high,2026-09-09T19:08:44.813Z
e5bb3293-783c-4209-a3e5-f26b9b7cb424,35ab9e12-2ce4-42ca-a15a-966682e289fb,implement,1,codex,gpt-6-astra,medium,2026-09-09T19:12:31.299Z
7559c4ca-bcb5-4dab-be65-1f8982622299,d6c4b403-a0c8-4339-8e2e-d36cf48d0cdf,implement,2,codex,gpt-6-astra,medium,2026-09-09T19:14:43.023Z
3d34afcf-cd9b-4530-ab4e-8fd79fc55d2f,05f4aa96-4b2d-43cf-a593-3a1fc3668660,implement,1,codex,gpt-6-astra,medium,2026-09-09T19:41:32.543Z
168d0348-94ee-4b69-8f01-6c609d1a58f3,a0cefa61-e517-4898-9a2c-11d2f09aee9f,implement,1,codex,gpt-6-astra,medium,2026-09-09T19:46:20.269Z
e0fc5cbb-d194-4a41-85a1-d4687f25a728,eb7ac1ef-73f1-4a2d-ba41-963d7147d8c1,implement,2,codex,gpt-6-astra,medium,2026-09-09T19:58:05.791Z
2f857f28-9b71-495c-95a7-871282fe4ef4,a0cefa61-e517-4898-9a2c-11d2f09aee9f,qa,1,claude,claude-opus-5,high,2026-09-09T20:03:33.302Z
1158becc-b506-4c7a-9015-c54177331c3c,eb7ac1ef-73f1-4a2d-ba41-963d7147d8c1,implement,2,codex,gpt-6-astra,medium,2026-09-09T20:04:10.718Z
6d78fd43-fb0d-451c-8754-57c3a27da8c9,15b4bd81-005f-4173-a3ea-d5a26906c607,implement,2,codex,gpt-6-astra,medium,2026-09-09T20:17:30.243Z
964af7ae-4da1-4fdb-9b09-faf6be48f8c5,35ab9e12-2ce4-42ca-a15a-966682e289fb,implement,1,codex,gpt-6-astra,medium,2026-09-09T20:19:43.932Z
1646b695-3bdc-4693-8a94-662b1d9bd69f,15b4bd81-005f-4173-a3ea-d5a26906c607,implement,2,codex,gpt-6-astra,medium,2026-09-09T20:33:47.550Z
d768fdc3-3d87-488f-9dfc-6aeada24481f,35ab9e12-2ce4-42ca-a15a-966682e289fb,implement,1,codex,gpt-6-astra,medium,2026-09-09T20:34:44.642Z
adccbe9c-1f0e-492d-80d1-3a51dccbf1f6,ffa8c441-b308-4043-bf4a-c27c6e6e5e0d,implement,1,codex,gpt-6-astra,medium,2026-09-09T20:42:52.502Z
17f9cb7d-8926-4ede-b00d-d71b51d3111b,ffa8c441-b308-4043-bf4a-c27c6e6e5e0d,qa,1,claude,claude-opus-5,high,2026-09-09T20:59:45.249Z
b1d817b1-3337-4cf7-877b-bed2c9bbf28f,35ab9e12-2ce4-42ca-a15a-966682e289fb,qa,1,claude,claude-opus-5,high,2026-09-09T21:32:20.501Z
781c7085-b649-4622-8d9b-0535269432be,da756bf5-7f5e-43d8-a215-a323d172548d,implement,1,codex,gpt-6-astra,medium,2026-09-09T21:49:55.830Z
c989695e-0293-425a-90a4-b3dd38a6e8ba,da756bf5-7f5e-43d8-a215-a323d172548d,qa,1,claude,claude-opus-5,high,2026-09-09T21:50:54.708Z
c506f12d-160a-40b5-8bae-bb2a0083a5d3,d6c4b403-a0c8-4339-8e2e-d36cf48d0cdf,implement,3,codex,gpt-6-astra,medium,2026-09-09T21:51:19.202Z
b8acb46e-d3c0-4588-8e7c-d0c56a1d8de7,35ab9e12-2ce4-42ca-a15a-966682e289fb,implement,2,codex,gpt-6-astra,medium,2026-09-09T22:10:15.478Z
707d7984-8332-4aa6-80cf-9bb52087bcba,2c97be57-c3e4-4c06-8f2c-09b447b3b747,implement,1,codex,gpt-6-astra,medium,2026-09-09T22:31:28.613Z
d9af6449-789f-48f6-ac80-b9b8dd146612,2c97be57-c3e4-4c06-8f2c-09b447b3b747,qa,1,claude,claude-opus-5,high,2026-09-09T22:32:45.981Z
88405c72-5840-4b34-b2d9-fd6c0cd4c1c3,05f4aa96-4b2d-43cf-a593-3a1fc3668660,qa,1,claude,claude-opus-5,high,2026-09-09T22:47:39.691Z
ba344804-0516-4ae3-a4f7-dea2362f3c74,d6c4b403-a0c8-4339-8e2e-d36cf48d0cdf,implement,4,codex,gpt-6-astra,medium,2026-09-09T22:49:54.837Z
cbcce2ec-6e82-473a-833f-399511e54264,0046d93b-146c-4b78-8b3a-f9ed9eaaa205,implement,2,codex,gpt-5.6-sol,xhigh,2026-09-09T23:27:32.485Z
8cc1dc23-1659-4de1-9fa3-4682cdcdc998,05f4aa96-4b2d-43cf-a593-3a1fc3668660,implement,2,codex,gpt-6-astra,medium,2026-09-09T23:54:07.751Z
085882bc-a8b2-4c6e-b06d-ee2986f51613,16f6e49e-527c-47f6-9f1d-1465b14660bb,implement,1,codex,gpt-6-astra,medium,2026-09-10T01:52:33.409Z
0ccf6741-2f46-4c23-a104-1eff2933db86,05f4aa96-4b2d-43cf-a593-3a1fc3668660,implement,2,codex,gpt-6-astra,medium,2026-09-10T01:57:33.923Z
fbd58510-73b2-414a-b786-5f03411a41ab,0046d93b-146c-4b78-8b3a-f9ed9eaaa205,implement,3,codex,gpt-5.6-sol,xhigh,2026-09-10T02:09:21.858Z
2b32e223-75df-4fe5-8da4-b00f7564465f,0046d93b-146c-4b78-8b3a-f9ed9eaaa205,implement,3,codex,gpt-5.6-sol,xhigh,2026-09-10T03:12:34.595Z
804c18be-edfb-4d7b-b245-9ea40718e861,16f6e49e-527c-47f6-9f1d-1465b14660bb,implement,1,codex,gpt-6-astra,medium,2026-09-10T03:12:38.262Z
a4287f48-f1a7-4645-ae5d-02869a7522bd,0046d93b-146c-4b78-8b3a-f9ed9eaaa205,implement,3,codex,gpt-5.6-sol,xhigh,2026-09-10T03:27:34.218Z
886b61d1-4228-4644-a9d2-1cfbead6b621,16f6e49e-527c-47f6-9f1d-1465b14660bb,implement,1,codex,gpt-6-astra,medium,2026-09-10T03:27:38.478Z
cea03559-25f6-469d-8aa3-f579bbe30429,0046d93b-146c-4b78-8b3a-f9ed9eaaa205,implement,3,codex,gpt-5.6-sol,xhigh,2026-09-10T03:42:37.601Z
ffa85f31-5c21-4b24-a364-ae40542ee09b,b36fc025-ce12-42d5-a2b6-64e782cd379a,implement,1,codex,gpt-6-astra,medium,2026-09-10T04:01:01.175Z
f592a513-c2a9-4e8c-858b-ce236a93958e,ffa8c441-b308-4043-bf4a-c27c6e6e5e0d,implement,2,codex,gpt-6-astra,medium,2026-09-10T04:23:11.239Z
dff642b2-b4b5-49b4-8ae6-f48756230c3d,b3353227-9670-4322-9ac1-182de1562dec,eng_design,1,claude,claude-fable-5-1,high,2026-09-10T04:38:51.197Z
39b266e8-0e7a-439f-a575-84f126415d6d,b36fc025-ce12-42d5-a2b6-64e782cd379a,qa,1,claude,claude-opus-5,high,2026-09-10T04:39:56.926Z
66d71839-e774-411a-896e-1e68b493e42e,05f4aa96-4b2d-43cf-a593-3a1fc3668660,implement,3,codex,gpt-6-astra,medium,2026-09-10T04:43:00.106Z
51de46f6-5422-47ed-afeb-b0cb3a1e31f2,b6c1c16d-01b5-4313-a590-6954c4ece01f,eng_design,1,claude,claude-fable-5-1,high,2026-09-10T04:48:18.658Z
9e620c82-0507-4953-a434-476a4d978f78,82ffb3b0-23f6-40c4-be88-2c8848d06700,eng_design,1,codex,gpt-6-astra,xhigh,2026-09-10T04:48:50.535Z
8cade830-9c1b-418e-8556-4a900d31514c,2aba1758-2a15-4adb-97cd-c8e5088b5f80,eng_design,1,codex,gpt-6-astra,xhigh,2026-09-10T04:49:00.873Z
7d9c1ac5-36cc-46aa-9e72-50c3c6156260,477925df-2e6e-427c-b3eb-794f686302cc,eng_design,1,codex,gpt-6-astra,xhigh,2026-09-10T05:25:17.336Z
51bee062-8288-40fb-ba56-1ebe6bd1382f,2aba1758-2a15-4adb-97cd-c8e5088b5f80,implement,1,codex,gpt-6-astra,medium,2026-09-10T05:32:57.337Z
d96e61ab-9a15-47ad-8b8c-106a76f9a6c6,82ffb3b0-23f6-40c4-be88-2c8848d06700,implement,1,codex,gpt-6-astra,medium,2026-09-10T05:36:28.438Z
c3d33b57-4106-4824-ac6e-5c140dfa4885,b6c1c16d-01b5-4313-a590-6954c4ece01f,implement,1,codex,gpt-6-astra,medium,2026-09-10T05:48:04.255Z
76269505-fcf6-444e-84b5-6cdf076252cb,477925df-2e6e-427c-b3eb-794f686302cc,implement,1,codex,gpt-6-astra,medium,2026-09-10T05:59:52.906Z
054db913-0874-4f0f-9539-40c933e162b6,b3353227-9670-4322-9ac1-182de1562dec,implement,1,codex,gpt-6-astra,medium,2026-09-10T06:23:06.019Z
291ac466-03c4-4209-9e62-7f6891431127,b6c1c16d-01b5-4313-a590-6954c4ece01f,qa,1,claude,claude-opus-5,high,2026-09-10T06:37:16.562Z
db117c7e-599b-4ab3-9f9e-e2b4a94922c5,2aba1758-2a15-4adb-97cd-c8e5088b5f80,qa,1,claude,claude-opus-5,high,2026-09-10T06:58:04.374Z
537bdf0d-519c-4ec9-915b-5dbd24689cf0,82ffb3b0-23f6-40c4-be88-2c8848d06700,qa,1,claude,claude-opus-5,high,2026-09-10T07:20:23.794Z
11abf2ab-43e3-4e19-935f-df964ae08a98,477925df-2e6e-427c-b3eb-794f686302cc,qa,1,claude,claude-opus-5,high,2026-09-10T07:33:48.201Z
7805a170-3fbf-4316-b06f-907af984ab77,d6db3bfe-d10e-4d2e-8cd1-ffdd2dd018ef,eng_design,1,claude,claude-fable-5-1,high,2026-09-10T08:07:27.274Z
c0694503-1f85-425c-83ae-d37d3552c806,2aba1758-2a15-4adb-97cd-c8e5088b5f80,implement,2,codex,gpt-6-astra,medium,2026-09-10T08:11:09.919Z
62fd4a33-b152-4852-be4f-aa9ba03088b9,b3353227-9670-4322-9ac1-182de1562dec,implement,1,codex,gpt-6-astra,medium,2026-09-10T09:16:31.464Z
0e19dbd5-cf3d-48d7-94a8-0c71d7cfb254,d6db3bfe-d10e-4d2e-8cd1-ffdd2dd018ef,implement,1,codex,gpt-6-astra,medium,2026-09-10T09:33:55.606Z
8ce5cf95-78e5-470e-a143-76a48f4e78de,b3353227-9670-4322-9ac1-182de1562dec,qa,1,claude,claude-opus-5,high,2026-09-10T10:27:27.727Z
ef4ee5d2-4134-46e2-8002-e8a382967de7,d6db3bfe-d10e-4d2e-8cd1-ffdd2dd018ef,qa,1,claude,claude-opus-5,high,2026-09-10T11:19:12.008Z
18f486ce-206e-4737-b849-194ed43d441f,b3353227-9670-4322-9ac1-182de1562dec,implement,2,codex,gpt-6-astra,medium,2026-09-10T11:31:48.790Z
b0ea3638-10de-4f80-9e93-b27e0befb81c,d6db3bfe-d10e-4d2e-8cd1-ffdd2dd018ef,implement,2,codex,gpt-6-astra,medium,2026-09-10T11:58:14.567Z
914a44d6-6b29-4384-bcc4-5bb371bef23d,d6db3bfe-d10e-4d2e-8cd1-ffdd2dd018ef,implement,2,codex,gpt-6-astra,medium,2026-09-10T12:07:39.667Z
fee1e17d-bf71-4b46-aba4-1491610adb76,b3353227-9670-4322-9ac1-182de1562dec,implement,3,codex,gpt-6-astra,medium,2026-09-10T12:45:21.446Z
370c90bf-25ed-413f-9543-6886f10c25bd,b3353227-9670-4322-9ac1-182de1562dec,implement,4,codex,gpt-6-astra,medium,2026-09-10T14:17:24.885Z
4b976344-2061-475f-a970-e18e9c3bbf7e,b3353227-9670-4322-9ac1-182de1562dec,implement,5,codex,gpt-6-astra,medium,2026-09-10T18:01:51.004Z
