run_id,gate_node_id,attempt,state,created_at,updated_at
05f4aa96-4b2d-43cf-a593-3a1fc3668660,founder_gate,2,superseded,2026-09-10T02:18:13.057Z,2026-09-12T04:40:45.826Z
da756bf5-7f5e-43d8-a215-a323d172548d,founder_gate,1,approved,2026-09-10T03:06:50.687Z,2026-09-10T04:15:31.960Z
ffa8c441-b308-4043-bf4a-c27c6e6e5e0d,founder_gate,2,approved,2026-09-10T05:35:55.184Z,2026-09-10T08:07:43.332Z
b36fc025-ce12-42d5-a2b6-64e782cd379a,founder_gate,1,approved,2026-09-10T05:40:22.084Z,2026-09-10T08:05:18.299Z
05f4aa96-4b2d-43cf-a593-3a1fc3668660,founder_gate,3,approved,2026-09-10T06:25:54.587Z,2026-09-10T08:05:18.303Z
b6c1c16d-01b5-4313-a590-6954c4ece01f,founder_gate,1,approved,2026-09-10T06:58:42.211Z,2026-09-10T08:02:48.284Z
0046d93b-146c-4b78-8b3a-f9ed9eaaa205,founder_gate,2,awaiting_review,2026-09-10T07:11:36.325Z,2026-09-10T07:11:38.040Z
2aba1758-2a15-4adb-97cd-c8e5088b5f80,founder_gate,1,superseded,2026-09-10T07:33:18.484Z,2026-09-12T08:00:03.152Z
82ffb3b0-23f6-40c4-be88-2c8848d06700,founder_gate,1,superseded,2026-09-10T07:51:59.686Z,2026-09-10T22:01:46.387Z
477925df-2e6e-427c-b3eb-794f686302cc,founder_gate,1,approved,2026-09-10T07:53:37.384Z,2026-09-10T23:28:14.778Z
2aba1758-2a15-4adb-97cd-c8e5088b5f80,founder_gate,2,superseded,2026-09-10T08:44:32.488Z,2026-09-10T21:58:10.226Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,1,superseded,2026-09-10T11:48:23.604Z,2026-09-12T11:52:04.473Z
d6db3bfe-d10e-4d2e-8cd1-ffdd2dd018ef,founder_gate,1,approved,2026-09-10T12:41:15.162Z,2026-09-10T21:27:04.831Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,2,superseded,2026-09-10T12:57:55.131Z,2026-09-12T12:50:47.153Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,3,superseded,2026-09-10T14:35:00.398Z,2026-09-12T18:01:46.070Z
b3353227-9670-4322-9ac1-182de1562dec,founder_gate,4,approved,2026-09-10T20:12:39.256Z,2026-09-10T22:04:07.097Z
2aba1758-2a15-4adb-97cd-c8e5088b5f80,founder_gate,3,approved,2026-09-10T22:58:00.349Z,2026-09-10T23:28:19.772Z
82ffb3b0-23f6-40c4-be88-2c8848d06700,founder_gate,2,superseded,2026-09-10T22:58:06.641Z,2026-09-10T23:30:40.294Z
82ffb3b0-23f6-40c4-be88-2c8848d06700,founder_gate,3,approved,2026-09-11T00:28:10.847Z,2026-09-11T00:41:42.201Z
c7c97c86-870e-46bd-af87-935c79da1e7a,founder_gate,1,approved,2026-09-11T02:55:53.064Z,2026-09-11T05:48:41.576Z
1e427675-5de1-40d3-9e0f-2551ae0edd94,founder_gate,1,approved,2026-09-11T03:20:03.339Z,2026-09-11T05:47:31.582Z
20b86626-35fb-41f3-a64b-0fd4408b4e41,founder_gate,1,approved,2026-09-11T03:50:31.711Z,2026-09-11T05:48:41.580Z
a1570b68-529a-4588-8097-e37bfdd22e55,founder_gate,1,approved,2026-09-11T05:08:13.134Z,2026-09-11T05:48:41.584Z
0ff8b5aa-95e3-4144-8fa5-142bbfefcb9b,founder_gate,1,approved,2026-09-11T07:05:00.056Z,2026-09-11T17:43:51.512Z
f782d5bd-c5c1-4700-b8d7-f8c38bd6ce2c,founder_gate,1,approved,2026-09-11T07:05:39.309Z,2026-09-11T17:45:06.643Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,1,superseded,2026-09-11T07:31:24.666Z,2026-09-11T17:47:26.859Z
05c31b97-fa36-49be-a9a9-104a92f58d1c,founder_gate,1,superseded,2026-09-11T08:37:39.129Z,2026-09-11T20:17:39.865Z
db8d4d16-abb1-4b9f-bde2-d5a82259270f,founder_gate,1,superseded,2026-09-11T09:20:29.186Z,2026-09-11T17:47:26.859Z
000d209a-f8cc-4ae4-8e0a-291f655263ac,founder_gate,1,approved,2026-09-11T10:53:48.618Z,2026-09-11T17:43:51.519Z
5e55e17e-1005-4c8a-a514-80fa3e7c11d1,founder_gate,1,superseded,2026-09-11T12:07:22.312Z,2026-09-11T20:17:46.105Z
5a291283-f4b0-439e-b31b-e7852d4a0a28,founder_gate,1,superseded,2026-09-11T16:08:09.525Z,2026-09-13T22:14:05.165Z
db8d4d16-abb1-4b9f-bde2-d5a82259270f,founder_gate,2,superseded,2026-09-11T18:19:23.446Z,2026-09-13T22:13:53.164Z
91fb5b92-d68a-4ae5-9560-d67f6ac8018f,founder_gate,1,superseded,2026-09-11T20:38:23.440Z,2026-09-14T17:26:44.503Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,2,superseded,2026-09-11T20:52:59.474Z,2026-09-13T22:13:56.166Z
9d20fedd-f7dd-4a2c-a1d3-27f76deb4114,founder_gate,1,approved,2026-09-11T21:15:48.041Z,2026-09-12T19:53:02.225Z
05c31b97-fa36-49be-a9a9-104a92f58d1c,founder_gate,2,approved,2026-09-11T21:21:10.750Z,2026-09-12T19:53:07.215Z
2776f5f7-60ab-41be-b13e-2759a908d70c,founder_gate,1,approved,2026-09-11T21:38:32.699Z,2026-09-13T22:12:36.106Z
5e55e17e-1005-4c8a-a514-80fa3e7c11d1,founder_gate,2,approved,2026-09-11T21:55:31.099Z,2026-09-13T22:13:51.103Z
dcfc781a-615c-400f-b64a-eaf0417a85fc,founder_gate,1,superseded,2026-09-12T00:20:11.384Z,2026-09-13T22:14:14.167Z
15188b39-c4f3-4a48-a14a-db25dd9997aa,founder_gate,1,superseded,2026-09-12T17:23:00.659Z,2026-09-12T20:05:27.407Z
91fb5b92-d68a-4ae5-9560-d67f6ac8018f,founder_gate,2,approved,2026-09-12T18:42:49.499Z,2026-09-12T19:51:47.199Z
15188b39-c4f3-4a48-a14a-db25dd9997aa,founder_gate,2,approved,2026-09-12T21:28:34.309Z,2026-09-13T22:12:36.114Z
db8d4d16-abb1-4b9f-bde2-d5a82259270f,founder_gate,3,approved,2026-09-13T22:49:51.272Z,2026-09-14T02:11:47.216Z
55ed03ff-956d-4854-a644-bc2daad252c5,founder_gate,1,approved,2026-09-13T22:58:42.764Z,2026-09-14T02:10:32.000Z
50274a0c-6b85-4673-ba0c-9bbe1e04f253,founder_gate,1,approved,2026-09-13T23:13:48.065Z,2026-09-14T03:03:34.332Z
b7a9ee1d-9dbe-43e2-811f-9cdd502749f8,founder_gate,1,approved,2026-09-13T23:19:30.018Z,2026-09-14T02:09:11.828Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,3,superseded,2026-09-13T23:20:04.150Z,2026-09-14T02:14:41.176Z
7ebc03c5-bd2d-404e-8381-9f85af03d26e,founder_gate,1,approved,2026-09-13T23:30:17.236Z,2026-09-14T03:03:34.339Z
f6850fe8-3415-40f8-9121-f380f49e5b88,founder_gate,1,approved,2026-09-13T23:36:03.493Z,2026-09-14T02:09:11.835Z
dcfc781a-615c-400f-b64a-eaf0417a85fc,founder_gate,2,superseded,2026-09-13T23:47:12.584Z,2026-09-14T03:04:54.579Z
379fa52f-6e81-4d38-af81-498ff432def1,founder_gate,1,approved,2026-09-14T00:33:50.560Z,2026-09-14T02:13:08.157Z
a9ea4f26-8ab0-4830-a1f7-0f074196e363,founder_gate,1,approved,2026-09-14T01:08:30.647Z,2026-09-14T02:10:32.004Z
30b4f2a4-62fa-4adf-ae37-4088ae98a212,founder_gate,1,approved,2026-09-14T02:32:15.386Z,2026-09-14T03:04:44.364Z
3607dac5-86b0-43bf-9bb9-e2afb55a76f5,founder_gate,1,approved,2026-09-14T02:55:15.964Z,2026-09-14T04:34:50.572Z
ab757039-5e5e-4da2-9dda-ff4d8e3abbce,founder_gate,1,approved,2026-09-14T02:57:01.372Z,2026-09-14T04:34:50.576Z
cf8be4ae-95d6-4bf1-b623-737fe827f4d3,founder_gate,1,superseded,2026-09-14T03:07:12.613Z,2026-09-14T04:37:45.353Z
dcfc781a-615c-400f-b64a-eaf0417a85fc,founder_gate,3,approved,2026-09-14T03:35:04.516Z,2026-09-14T04:34:55.577Z
c04bce2b-23b9-4005-97ab-cf3e44e8edd5,founder_gate,1,approved,2026-09-14T04:02:10.904Z,2026-09-14T07:25:20.264Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,4,superseded,2026-09-14T04:03:33.965Z,2026-09-14T04:53:32.165Z
f7f0c257-c2e5-49b1-a3d4-f09d432919fc,founder_gate,1,superseded,2026-09-14T04:21:57.491Z,2026-09-14T07:24:18.560Z
3cf1d115-e219-42d5-bcc2-f178b44d7727,founder_gate,5,approved,2026-09-14T05:36:02.433Z,2026-09-14T07:23:05.080Z
f7f0c257-c2e5-49b1-a3d4-f09d432919fc,founder_gate,2,approved,2026-09-14T08:22:44.844Z,2026-09-14T17:40:16.300Z
ef75e4c5-d7c1-4f05-9fae-926c4621372a,founder_gate,1,approved,2026-09-14T08:28:53.371Z,2026-09-14T17:39:01.266Z
f17d783d-9f4d-4134-a016-a9a7402e9b12,founder_gate,1,approved,2026-09-14T08:40:31.990Z,2026-09-14T17:01:38.252Z
60ec91c7-c35a-4644-a15a-f4fca84f4725,founder_gate,1,approved,2026-09-14T08:46:09.066Z,2026-09-14T17:37:46.242Z
4f12e13a-8807-466b-87f6-b6e317f721e9,founder_gate,1,approved,2026-09-14T08:54:25.700Z,2026-09-14T17:40:16.307Z
644fb67f-17e8-4800-8498-05896ce35005,founder_gate,1,approved,2026-09-14T09:04:30.443Z,2026-09-14T17:01:38.256Z
0f419a93-84c8-4d05-8d6f-b8566dc68a43,founder_gate,1,approved,2026-09-14T09:08:14.797Z,2026-09-14T17:39:01.274Z
9a570623-dfe8-4d19-9016-f1dd8dfccdbc,founder_gate,1,approved,2026-09-14T09:19:01.183Z,2026-09-14T17:01:38.260Z
cfcc96cf-03d0-45e8-981f-0e351db1c152,founder_gate,1,approved,2026-09-14T09:52:07.177Z,2026-09-14T17:00:18.236Z
ee8e5ae8-9625-46b7-903c-be9e5545d47d,founder_gate,1,approved,2026-09-14T10:14:24.819Z,2026-09-14T17:40:16.315Z
1712bfed-9d9f-4148-8b32-ac5361136ea1,founder_gate,1,approved,2026-09-14T10:25:26.180Z,2026-09-14T17:40:16.323Z
7d9be41f-9755-4a83-bee2-fb1ebc8b3ae3,founder_gate,1,approved,2026-09-14T18:49:38.349Z,2026-09-14T19:44:55.996Z
6f79c0d0-d1c3-4117-acd9-21cbef332048,founder_gate,1,superseded,2026-09-14T20:19:46.355Z,2026-09-16T21:27:26.457Z
1bb66b99-910f-40e0-a454-972646e337df,founder_gate,1,approved,2026-09-14T20:28:34.742Z,2026-09-14T20:48:53.705Z
fff384ea-14de-45b3-a671-3cf1fa328f13,founder_gate,1,approved,2026-09-14T20:36:07.721Z,2026-09-14T20:50:08.012Z
79572768-a7d7-48bf-a8f5-0932ace0732b,founder_gate,1,approved,2026-09-14T23:04:17.758Z,2026-09-15T03:36:00.884Z
3df20410-38d4-4305-a02e-6471e0bab6aa,founder_gate,1,superseded,2026-09-14T23:57:07.311Z,2026-09-15T16:31:28.385Z
4a8f20e6-fe6a-4735-b4b8-5ee1f90c1e4b,founder_gate,1,approved,2026-09-15T00:41:39.126Z,2026-09-15T01:13:15.369Z
62282d97-d6c2-4d1a-a471-db9f1e047e10,founder_gate,1,approved,2026-09-15T02:34:20.672Z,2026-09-15T03:36:34.763Z
dbdb0656-79f8-4360-aa09-d304f40f88a6,founder_gate,1,superseded,2026-09-15T03:21:45.013Z,2026-09-17T04:29:54.210Z
b0b36ef0-816a-4b77-b8ef-10ce14469919,founder_gate,1,approved,2026-09-15T03:32:11.760Z,2026-09-15T05:41:31.993Z
5ea4805e-1e01-47d1-8be1-26641097104a,founder_gate,1,approved,2026-09-15T03:45:02.813Z,2026-09-15T05:37:38.714Z
8b78b4fc-24d1-4a67-a30c-84032fcd556e,founder_gate,1,approved,2026-09-15T03:56:57.333Z,2026-09-15T16:26:59.590Z
3887813b-263b-46db-8bb6-6d2771a87e99,founder_gate,1,superseded,2026-09-15T04:03:12.275Z,2026-09-15T16:31:40.387Z
bc1af28d-3371-472b-8955-eaf948f0b9f4,founder_gate,1,superseded,2026-09-15T05:33:20.666Z,2026-09-15T16:31:46.328Z
dbdb0656-79f8-4360-aa09-d304f40f88a6,founder_gate,2,approved,2026-09-15T05:36:49.686Z,2026-09-15T07:22:35.698Z
d33a452a-8820-489e-b69d-a19ff2686836,founder_gate,1,approved,2026-09-15T05:41:19.150Z,2026-09-15T07:41:07.467Z
60a6b491-5770-4297-a95d-dfd1424b1e7b,founder_gate,1,superseded,2026-09-15T06:39:43.862Z,2026-09-17T07:16:07.755Z
2ee4747d-ff26-4c92-9dce-fa08a6c69dd9,founder_gate,1,superseded,2026-09-15T09:12:17.405Z,2026-09-15T16:24:24.725Z
30621512-1c3e-486c-b0d6-cc73fc578bb9,founder_gate,1,superseded,2026-09-15T09:30:34.928Z,2026-09-15T16:22:50.856Z
60a6b491-5770-4297-a95d-dfd1424b1e7b,founder_gate,2,approved,2026-09-15T09:40:29.464Z,2026-09-15T16:29:35.307Z
1588d54f-3266-42e3-97f1-7641e64a4fb4,founder_gate,1,awaiting_review,2026-09-15T09:53:42.415Z,2026-09-15T09:53:46.959Z
6180db8f-986f-491e-99d3-1447c0ff2653,founder_gate,1,approved,2026-09-15T10:07:19.360Z,2026-09-15T16:21:13.403Z
0a068569-3d21-4a04-9796-6565d78c555f,founder_gate,1,approved,2026-09-15T11:28:35.078Z,2026-09-15T16:33:02.429Z
e9611d9c-8dc3-4c5e-b826-443544e7d730,founder_gate,1,superseded,2026-09-15T11:41:02.192Z,2026-09-15T16:24:30.718Z
30621512-1c3e-486c-b0d6-cc73fc578bb9,founder_gate,2,approved,2026-09-15T17:17:38.197Z,2026-09-15T17:21:21.579Z
bc1af28d-3371-472b-8955-eaf948f0b9f4,founder_gate,2,approved,2026-09-15T18:05:57.261Z,2026-09-15T18:37:22.400Z
c65a8d52-5f17-4a0d-81b6-37922bbceb2d,founder_gate,1,approved,2026-09-15T18:14:18.964Z,2026-09-15T18:19:54.724Z
e9611d9c-8dc3-4c5e-b826-443544e7d730,founder_gate,2,superseded,2026-09-15T19:16:37.665Z,2026-09-15T22:43:42.669Z
2ee4747d-ff26-4c92-9dce-fa08a6c69dd9,founder_gate,2,superseded,2026-09-15T19:24:00.903Z,2026-09-15T22:43:48.433Z
23f4da11-42bd-4482-8dec-d24fd7463300,founder_gate,1,approved,2026-09-15T19:25:59.298Z,2026-09-15T22:06:59.598Z
627d7544-1989-479f-839e-d68e0df33183,founder_gate,1,approved,2026-09-15T19:43:12.837Z,2026-09-15T22:03:10.762Z
3887813b-263b-46db-8bb6-6d2771a87e99,founder_gate,2,approved,2026-09-15T20:19:09.580Z,2026-09-15T22:43:43.616Z
e55081f9-b2d8-4311-98e4-0911133b5cf1,founder_gate,1,approved,2026-09-15T20:46:29.094Z,2026-09-15T22:01:55.761Z
2ee4747d-ff26-4c92-9dce-fa08a6c69dd9,founder_gate,3,superseded,2026-09-16T01:32:26.087Z,2026-09-16T02:49:54.673Z
4545e991-5f7f-478c-ab9f-013d40bb9e36,founder_gate,1,approved,2026-09-16T02:24:54.671Z,2026-09-16T02:35:39.668Z
54eb7a77-65fc-4251-bb9a-56885764a455,founder_gate,1,approved,2026-09-16T02:38:59.813Z,2026-09-16T02:45:52.280Z
15612058-44f0-4414-a02b-7c58c191c53e,founder_gate,1,approved,2026-09-16T03:05:03.583Z,2026-09-16T03:31:07.261Z
0585ac28-c435-4720-a239-1c74b39bb8cc,founder_gate,1,approved,2026-09-16T06:22:18.098Z,2026-09-16T06:35:26.659Z
d0e72d2d-e8b3-469d-af0c-abc4b2036bce,founder_gate,1,approved,2026-09-16T07:06:30.073Z,2026-09-16T16:31:03.202Z
d726a117-1b05-4090-8e84-041def77f860,founder_gate,1,approved,2026-09-16T08:32:35.026Z,2026-09-16T16:16:39.419Z
685d117d-8eeb-489b-9f44-9abd313b3ab4,founder_gate,1,superseded,2026-09-16T09:32:21.440Z,2026-09-16T16:20:24.381Z
0079c0da-2d36-4c12-8dc1-a14f4ef04517,founder_gate,1,approved,2026-09-16T09:41:49.825Z,2026-09-16T16:34:34.422Z
443b2f98-0e6e-4fe0-8e55-6562a7253046,founder_gate,1,superseded,2026-09-16T11:54:09.427Z,2026-09-16T19:14:14.716Z
fce48843-eb28-44a3-8256-0b5193e6c1e1,founder_gate,1,approved,2026-09-16T13:28:27.521Z,2026-09-16T16:13:04.262Z
cd8ca652-00d7-4594-839a-e0f9f3bad594,founder_gate,1,superseded,2026-09-16T14:04:54.933Z,2026-09-16T19:14:04.844Z
685d117d-8eeb-489b-9f44-9abd313b3ab4,founder_gate,2,approved,2026-09-16T20:11:12.479Z,2026-09-16T20:16:50.109Z
bd60cabb-aeb2-4be1-9900-68cf1b1f43e5,founder_gate,1,approved,2026-09-16T21:17:52.661Z,2026-09-16T22:33:47.803Z
443b2f98-0e6e-4fe0-8e55-6562a7253046,founder_gate,2,approved,2026-09-16T23:02:13.209Z,2026-09-16T23:15:36.477Z
571bfa52-2826-45e1-a8d9-7b894d1987df,founder_gate,1,approved,2026-09-17T01:03:23.970Z,2026-09-17T01:19:21.302Z
cd8ca652-00d7-4594-839a-e0f9f3bad594,founder_gate,2,superseded,2026-09-17T01:04:25.078Z,2026-09-17T02:43:06.094Z
54f5dd24-fe9d-49e7-a3dd-2119858e520c,founder_gate,1,approved,2026-09-17T01:13:06.701Z,2026-09-17T01:18:10.416Z
097bb435-78b0-4d42-b6e3-3143fe4b6684,founder_gate,1,approved,2026-09-17T01:22:20.457Z,2026-09-17T03:56:12.237Z
d3708e46-50ff-4d09-a705-c99d1b5452da,founder_gate,1,approved,2026-09-17T03:23:54.513Z,2026-09-17T03:56:12.245Z
9cf7f7ca-37bd-4acd-9155-a0e9a9735e8e,founder_gate,1,approved,2026-09-17T05:18:43.179Z,2026-09-17T05:24:30.498Z
cd8ca652-00d7-4594-839a-e0f9f3bad594,founder_gate,3,approved,2026-09-17T05:29:36.630Z,2026-09-17T05:38:27.675Z
a03da996-f0dc-4506-beb7-d7254ba32b40,founder_gate,1,approved,2026-09-17T12:43:16.682Z,2026-09-17T15:51:21.551Z
d4be0283-628d-464c-9728-e9938e2d579b,founder_gate,1,approved,2026-09-17T19:20:19.494Z,2026-09-17T20:18:15.273Z
e078231d-afd4-42e6-990a-bc2b00fcdab8,founder_gate,1,approved,2026-09-17T21:12:10.062Z,2026-09-17T21:48:16.722Z
986c9c22-a588-4cf4-a21e-fa3b90a3c2de,founder_gate,1,superseded,2026-09-17T21:31:39.558Z,2026-09-19T22:23:55.525Z
8b3933da-4fa2-4a8d-bd9d-ec6392870310,founder_gate,1,approved,2026-09-17T21:43:16.707Z,2026-09-17T22:04:00.651Z
116cc58c-7324-4fc5-abfa-0a7b035cd557,founder_gate,1,approved,2026-09-17T22:43:25.313Z,2026-09-17T22:59:10.716Z
9645f6b0-5047-464c-8ecd-be7fcabd988f,founder_gate,1,approved,2026-09-17T22:46:42.812Z,2026-09-17T22:55:47.609Z
9b4fe698-d3b3-43b7-820d-beb3ce3e948a,founder_gate,1,approved,2026-09-18T02:21:21.426Z,2026-09-18T06:31:00.521Z
986c9c22-a588-4cf4-a21e-fa3b90a3c2de,founder_gate,2,approved,2026-09-18T02:49:34.132Z,2026-09-18T03:08:56.098Z
070bd942-cce0-46ca-88a3-5215886fb107,founder_gate,1,approved,2026-09-18T03:27:16.493Z,2026-09-18T03:33:58.397Z
8ac2f0be-5754-4c55-a05d-2c389ba56b54,founder_gate,1,approved,2026-09-18T03:40:17.103Z,2026-09-18T06:31:00.556Z
5b79da42-6cd8-48b9-af9a-c505e2c7c390,founder_gate,1,approved,2026-09-18T04:26:37.070Z,2026-09-18T05:50:58.105Z
f426b8bc-b7aa-4202-9db9-ded05db69e13,founder_gate,1,approved,2026-09-18T06:56:46.307Z,2026-09-18T07:11:53.377Z
16a5f2d3-654e-4596-a822-d9829ec7e0e1,founder_gate,1,approved,2026-09-18T07:44:34.989Z,2026-09-18T16:25:13.779Z
9a9c1584-23cc-4813-bb04-90f74ee112b1,founder_gate,1,superseded,2026-09-18T07:54:14.970Z,2026-09-20T16:37:23.588Z
d4e0de1f-8d3d-45ca-8426-574befa44aa7,founder_gate,1,approved,2026-09-18T09:03:17.445Z,2026-09-18T16:23:58.686Z
137b8ea4-68ae-4384-8e48-d7571dd3e8c7,founder_gate,1,approved,2026-09-18T09:18:43.578Z,2026-09-18T16:27:54.171Z
48978a54-29c5-44b4-89d6-0f4c858925a8,founder_gate,1,approved,2026-09-18T09:47:16.133Z,2026-09-18T16:26:34.010Z
3d553a29-40f4-4a92-974b-f0a9b565d30e,founder_gate,1,approved,2026-09-18T11:03:36.647Z,2026-09-18T16:21:28.054Z
5fe45c92-4cc1-40ff-b0e3-85978d0e484a,founder_gate,1,superseded,2026-09-18T12:54:45.246Z,2026-09-20T16:21:31.063Z
caeba1cb-cfd7-427b-ab3b-78293cd493a3,founder_gate,1,approved,2026-09-18T16:25:44.749Z,2026-09-18T17:19:38.188Z
fa725571-5d90-47ed-9ea2-f6d99ee23f82,founder_gate,1,approved,2026-09-18T16:32:28.954Z,2026-09-18T16:47:38.747Z
27ca0f42-a513-4531-bf61-5123fe7fa610,founder_gate,1,approved,2026-09-18T20:31:31.708Z,2026-09-18T21:06:55.919Z
e59484de-d0d7-46ec-8953-96db2e06ad18,founder_gate,1,approved,2026-09-19T00:36:41.689Z,2026-09-19T00:44:23.900Z
be36a306-c42a-4750-bf7b-c1f1f6201c6a,founder_gate,1,approved,2026-09-19T01:03:34.003Z,2026-09-19T01:25:21.885Z
cf4ec485-c982-4b9b-96e8-1a2a47e4e8d0,founder_gate,1,approved,2026-09-19T01:15:17.132Z,2026-09-19T03:56:03.491Z
5c809cee-6784-424e-8f78-84e803c042c1,founder_gate,1,approved,2026-09-19T01:37:00.591Z,2026-09-19T07:30:48.722Z
d6b34663-d251-4174-9e96-281c09ae7241,founder_gate,1,superseded,2026-09-19T01:39:52.554Z,2026-09-21T03:51:21.638Z
c75e973f-855d-468d-9a46-86deb7a4b108,founder_gate,1,approved,2026-09-19T01:47:19.362Z,2026-09-19T03:54:53.458Z
d6b34663-d251-4174-9e96-281c09ae7241,founder_gate,2,superseded,2026-09-19T04:54:29.722Z,2026-09-21T05:32:34.260Z
c189ac65-2923-4b20-823e-df97bd46e3b0,founder_gate,1,approved,2026-09-19T05:15:07.687Z,2026-09-19T05:31:51.932Z
a2727d85-eb8b-4c63-87d9-049f149316ca,founder_gate,1,superseded,2026-09-19T05:47:54.258Z,2026-09-21T06:26:12.253Z
7380b8a8-a64c-480a-998c-3db98bd715ce,founder_gate,1,approved,2026-09-19T06:15:58.405Z,2026-09-19T06:29:02.943Z
e55e698d-953f-4c02-936d-752e66ca08db,founder_gate,1,superseded,2026-09-19T06:21:19.587Z,2026-09-23T02:22:46.488Z
a2727d85-eb8b-4c63-87d9-049f149316ca,founder_gate,2,approved,2026-09-19T07:31:33.121Z,2026-09-19T15:47:17.549Z
d6b34663-d251-4174-9e96-281c09ae7241,founder_gate,3,superseded,2026-09-19T07:34:01.545Z,2026-09-21T15:35:30.612Z
6f76d337-bc9d-4015-a4af-4d78d2e1da96,founder_gate,1,superseded,2026-09-19T07:35:22.418Z,2026-09-22T21:28:02.760Z
f634fbc3-c649-4c8e-9eb2-4db98618a0c2,founder_gate,1,approved,2026-09-20T23:18:53.114Z,2026-09-21T02:16:08.446Z
50898ad0-107e-45fa-8a85-0569b332a799,founder_gate,1,approved,2026-09-21T00:24:52.545Z,2026-09-21T02:22:49.865Z
6f76d337-bc9d-4015-a4af-4d78d2e1da96,founder_gate,2,approved,2026-09-21T01:48:39.311Z,2026-09-21T02:16:13.498Z
837d99b5-085a-4cf6-93dd-652c82f01c7f,founder_gate,1,approved,2026-09-22T03:17:49.679Z,2026-09-22T03:57:41.126Z
24e415a2-0ba5-44b8-98f1-48824f53de96,founder_gate,1,awaiting_review,2026-09-22T03:18:05.413Z,2026-09-22T03:18:14.610Z
18a7ba4b-f615-42b8-a2a7-6a79641c9833,founder_gate,1,approved,2026-09-22T03:24:40.520Z,2026-09-22T04:02:06.388Z
ff0ad0f3-c7bd-403b-b374-102c7c24ac32,founder_gate,1,approved,2026-09-22T03:27:12.616Z,2026-09-22T03:44:21.903Z
09c95430-90ba-49f5-8048-61b72713dac4,founder_gate,1,superseded,2026-09-22T04:10:29.105Z,2026-09-22T06:46:13.136Z
